date,kalman_beta,ols_beta,difference
2023-10-31,-1.5739321581905097,0.632828297095763,-2.2067604552862727
2023-11-01,-1.576715556731901,0.6036344774632276,-2.1803500341951283
2023-11-02,-1.5717424008757437,0.618820781999883,-2.1905631828756267
2023-11-03,-1.572574399474957,0.6206721870854093,-2.1932465865603663
2023-11-06,-1.5737581075188152,0.6356351234219524,-2.2093932309407673
2023-11-07,-1.5740960624244908,0.649063483881255,-2.223159546305746
2023-11-08,-1.5737003106820207,0.6673750164385437,-2.2410753271205643
2023-11-09,-1.575427444446819,0.6779243083015931,-2.2533517527484124
2023-11-10,-1.5743437448048287,0.7039332145283028,-2.2782769593331316
2023-11-13,-1.5757019250669617,0.7028098887705738,-2.2785118138375355
2023-11-14,-1.5745856657079826,0.6807606273801552,-2.255346293088138
2023-11-15,-1.571998297095208,0.6757960987985214,-2.247794395893729
2023-11-16,-1.5744363805607575,0.6165066688355259,-2.1909430493962834
2023-11-17,-1.5750999429574277,0.547659746001603,-2.1227596889590306
2023-11-20,-1.5781711864298302,0.44975075256711117,-2.0279219389969416
2023-11-21,-1.5802996146765507,0.3768062345251515,-1.9571058492017022
2023-11-22,-1.5827954791187622,0.3052732916559684,-1.8880687707747306
2023-11-23,-1.5830197768790273,0.2415710073406423,-1.8245907842196696
2023-11-24,-1.581635009523704,0.19373638327806475,-1.7753713928017687
2023-11-27,-1.5785702104368007,0.14544230199495267,-1.7240125124317534
2023-11-28,-1.5778804975590865,0.08614780117242749,-1.664028298731514
2023-11-29,-1.5776688115681778,0.020889607450286007,-1.5985584190184638
2023-11-30,-1.578810044823579,-0.03504576965439732,-1.5437642751691816
2023-12-01,-1.5800017745500698,-0.09537415461268672,-1.4846276199373831
2023-12-04,-1.575788121541275,-0.15293989216763215,-1.4228482293736429
2023-12-05,-1.582139155670328,-0.19955731270958488,-1.382581842960743
2023-12-06,-1.5803528606505712,-0.22961719862165086,-1.3507356620289204
2023-12-07,-1.580173754662584,-0.25667978501388333,-1.3234939696487007
2023-12-08,-1.5797683745228803,-0.28407486604475984,-1.2956935084781205
2023-12-11,-1.5827357896257748,-0.2987927682184326,-1.2839430214073422
2023-12-12,-1.5821057394119378,-0.29775932503063673,-1.284346414381301
2023-12-13,-1.584264419933896,-0.2828287165730905,-1.3014357033608055
2023-12-14,-1.5786019060219603,-0.29831583999541067,-1.2802860660265496
2023-12-15,-1.5783502851633695,-0.31649041845875026,-1.2618598667046192
2023-12-18,-1.5781636852095713,-0.3206742814010308,-1.2574894038085405
2023-12-19,-1.5774335529725163,-0.3173532538067496,-1.2600802991657667
2023-12-20,-1.5742954902686124,-0.30629703980563416,-1.2679984504629782
2023-12-21,-1.5747284466784213,-0.301903317517219,-1.2728251291612023
2023-12-22,-1.5727867410117247,-0.2878142089968687,-1.284972532014856
2023-12-25,-1.5715524730672814,-0.26238474437728954,-1.3091677286899919
2023-12-26,-1.5703253170253564,-0.23274239726020518,-1.3375829197651512
2023-12-27,-1.5696498297388444,-0.19574881340090222,-1.3739010163379421
2023-12-28,-1.5685382348648547,-0.14664648116222878,-1.4218917537026259
2023-12-29,-1.569499449572804,-0.08980938937406435,-1.4796900601987397
2024-01-02,-1.567999855753837,0.02279858103611687,-1.590798436789954
2024-01-03,-1.5682493548497287,0.06759425789191376,-1.6358436127416425
2024-01-04,-1.5716820916805312,0.11126529468721813,-1.6829473863677493
2024-01-05,-1.5717423642534538,0.16504587792621273,-1.7367882421796665
2024-01-08,-1.5721530645075996,0.20973143591524135,-1.781884500422841
2024-01-09,-1.57275173135731,0.2579789905814671,-1.8307307219387772
2024-01-10,-1.574462065449899,0.2043916591175936,-1.7788537245674927
2024-01-11,-1.573267960296843,0.20133185622770355,-1.7745998165245465
2024-01-12,-1.573499310744176,0.18386282644026153,-1.7573621371844375
2024-01-15,-1.5711470809252226,0.19208416908409198,-1.7632312500093146
2024-01-16,-1.571649305117936,0.18994058073803544,-1.7615898858559715
2024-01-17,-1.5741952226040967,0.18410888330595299,-1.7583041059100497
2024-01-18,-1.5772367484967642,0.1700839544938848,-1.747320702990649
2024-01-19,-1.57704707670267,0.1411759950762761,-1.7182230717789462
2024-01-22,-1.5777640541464795,0.12520014120175205,-1.7029641953482315
2024-01-23,-1.5760044070883619,0.10869046194241072,-1.6846948690307726
2024-01-24,-1.5735333297098866,0.11236131228670843,-1.685894641996595
2024-01-25,-1.573607662982462,0.11904721219311476,-1.6926548751755768
2024-01-26,-1.5723257717018575,0.11704065818535625,-1.6893664298872137
2024-01-29,-1.5716181284218582,0.12336006766985363,-1.6949781960917119
2024-01-30,-1.5720594050238261,0.1324126507837704,-1.7044720558075965
2024-01-31,-1.5715269678621182,0.15593634520543098,-1.7274633130675492
2024-02-01,-1.57406392879556,0.17364462127603275,-1.7477085500715928
2024-02-02,-1.5743754248425241,0.19506102921128488,-1.769436454053809
2024-02-05,-1.5775166805130016,0.20743778114336564,-1.7849544616563673
2024-02-06,-1.5777803822455927,0.24022485587097187,-1.8180052381165646
2024-02-07,-1.5770356225842503,0.25374462139188836,-1.8307802439761387
2024-02-08,-1.5766454247021218,0.2588262249627,-1.8354716496648218
2024-02-19,-1.5800473212886463,0.2800750649803945,-1.8601223862690408
2024-02-20,-1.5805614195512723,0.2781594064035655,-1.8587208259548378
2024-02-21,-1.5790079903903467,0.3415267526926655,-1.9205347430830122
2024-02-22,-1.5795037538343273,0.39902631365095065,-1.978530067485278
2024-02-23,-1.5800969245132173,0.4410095272635921,-2.0211064517768094
2024-02-26,-1.5777283694053232,0.4859522338565423,-2.0636806032618655
2024-02-27,-1.5766249906509153,0.6208413885440862,-2.1974663791950015
2024-02-28,-1.5777623662150768,0.7326416461069147,-2.3104040123219916
2024-02-29,-1.5766614849162557,0.8272404452942226,-2.4039019302104783
2024-03-01,-1.575922126638714,0.7670580362473007,-2.3429801628860147
2024-03-04,-1.572280523749485,0.5593232602389762,-2.131603783988461
2024-03-05,-1.568547949734653,0.2944646815861347,-1.8630126313207878
2024-03-06,-1.5658484040282792,0.17665301742331252,-1.7425014214515917
2024-03-07,-1.561194965799265,0.12818069003235877,-1.6893756558316237
2024-03-08,-1.5591154245165972,0.1637431165384342,-1.7228585410550314
2024-03-11,-1.5586624402591567,0.16909555811960786,-1.7277579983787645
2024-03-12,-1.5584772530145383,0.1913908810922038,-1.7498681341067421
2024-03-13,-1.558797188001926,0.1980746945326537,-1.7568718825345797
2024-03-14,-1.5581776474074167,0.21645487721914947,-1.7746325246265662
2024-03-15,-1.5567484580424629,0.22242939450961785,-1.7791778525520807
2024-03-18,-1.559918663610678,0.2278454584938352,-1.7877641221045133
2024-03-19,-1.5608634688760676,0.21673086397690255,-1.7775943328529702
2024-03-20,-1.5601243218833731,0.21377254906021648,-1.7738968709435896
2024-03-21,-1.552786930135015,0.23540804147819827,-1.7881949716132133
2024-03-22,-1.5564504707492646,0.24031957751117972,-1.7967700482604443
2024-03-25,-1.5565535311983207,0.23667309921721902,-1.7932266304155398
2024-03-26,-1.557045487842627,0.22434340447234113,-1.781388892314968
2024-03-27,-1.5577235587461582,0.19636128424275867,-1.7540848429889169
2024-03-28,-1.555401648248749,0.1771841888513528,-1.7325858371001017
2024-03-29,-1.5496729371341489,0.15375093666517436,-1.7034238737993233
2024-04-01,-1.5475402176049866,0.14374306905459378,-1.6912832866595804
2024-04-02,-1.5466331005482827,0.14484580238911704,-1.6914789029373998
2024-04-03,-1.5423389314535834,0.1533654998064602,-1.6957044312600436
2024-04-08,-1.533012463968917,0.18679646486100587,-1.719808928829923
2024-04-09,-1.5311744648345669,0.21543260750976678,-1.7466070723443337
2024-04-10,-1.5248129487649842,0.27348644374909625,-1.7982993925140804
2024-04-11,-1.5248426338738705,0.32660519978752234,-1.8514478336613929
2024-04-12,-1.5171188046388397,0.37548525067377625,-1.892604055312616
2024-04-15,-1.521487128861654,0.4052358948914705,-1.9267230237531245
2024-04-16,-1.523655754174593,0.41399817860788346,-1.9376539327824764
2024-04-17,-1.5212428380786667,0.42937377827079626,-1.950616616349463
2024-04-18,-1.5204312570348353,0.450400444593428,-1.9708317016282633
2024-04-19,-1.5198457110285282,0.46539144987368086,-1.985237160902209
2024-04-22,-1.5254260798969237,0.47835738155923924,-2.003783461456163
2024-04-23,-1.5331491238732322,0.48534695784695314,-2.018496081720185
2024-04-24,-1.528224837361135,0.49377605037537986,-2.0220008877365148
2024-04-25,-1.5268526787710366,0.5054305808596515,-2.032283259630688
2024-04-26,-1.523926146548404,0.5210317601592473,-2.0449579067076513
2024-04-29,-1.5245969864594136,0.5432483843259792,-2.0678453707853928
2024-04-30,-1.5218049305221961,0.575427985051419,-2.097232915573615
2024-05-06,-1.5245753488098213,0.603724376934839,-2.12829972574466
2024-05-07,-1.5240699700108837,0.6307900419472423,-2.1548600119581263
2024-05-08,-1.525498275904712,0.6536352367551612,-2.179133512659873
2024-05-09,-1.5254282361991847,0.6775491734932424,-2.2029774096924273
2024-05-10,-1.5160228907058446,0.7004686715731507,-2.2164915622789954
2024-05-13,-1.5187148258772813,0.7165514560424806,-2.235266281919762
2024-05-14,-1.5187078830209102,0.7334196870849361,-2.2521275701058463
2024-05-15,-1.51538629252409,0.7536626708187355,-2.2690489633428257
2024-05-16,-1.515091297728184,0.7673838053319635,-2.282475103060148
2024-05-17,-1.5135983119037015,0.7814265158969467,-2.295024827800648
2024-05-20,-1.5052402139731136,0.7941204225052578,-2.2993606364783714
2024-05-21,-1.5043881026752948,0.8158123053005495,-2.320200407975844
2024-05-22,-1.5031745038509983,0.8429799099767372,-2.3461544138277355
2024-05-23,-1.5123659524597437,0.8616283889055412,-2.373994341365285
2024-05-24,-1.512072102840094,0.8845453007444535,-2.3966174035845476
2024-05-27,-1.5116956269665862,0.9089048704907889,-2.420600497457375
2024-05-28,-1.5108662289779706,0.9404545685896228,-2.4513207975675932
2024-05-29,-1.5058424567749258,0.9772293066659903,-2.483071763440916
2024-05-30,-1.5120883698935197,1.010998606137421,-2.5230869760309407
2024-05-31,-1.5098232081448233,1.0459233843158637,-2.555746592460687
2024-06-03,-1.516832537499853,1.0648509567631483,-2.581683494263001
2024-06-04,-1.5134697667690904,1.077717193698085,-2.5911869604671756
2024-06-05,-1.5170873823967017,1.0854557134729859,-2.6025430958696876
2024-06-06,-1.5130951687731753,1.0943808078713904,-2.6074759766445657
2024-06-07,-1.5124653653394853,1.1127731695130914,-2.625238534852577
2024-06-11,-1.523199813475537,1.1182697412095335,-2.64146955468507
2024-06-12,-1.52273624293564,1.1339784988464543,-2.6567147417820944
2024-06-13,-1.521635816500453,1.1563870234158617,-2.6780228399163146
2024-06-14,-1.5226534215575582,1.181374214072653,-2.7040276356302115
2024-06-17,-1.5244544023667927,1.2090726161929233,-2.733527018559716
2024-06-18,-1.5227069702488012,1.251319464610455,-2.7740264348592563
2024-06-19,-1.5188777831982379,1.2862480195915849,-2.8051258027898225
2024-06-20,-1.516766943179905,1.3365064751141014,-2.8532734182940063
2024-06-21,-1.516028795706234,1.3695270007256388,-2.8855557964318725
2024-06-24,-1.520415088528182,1.403201269315129,-2.923616357843311
2024-06-25,-1.5199411274878196,1.4336084610387285,-2.953549588526548
2024-06-26,-1.518434265014699,1.4378441600041292,-2.9562784250188283
2024-06-27,-1.5196917814154867,1.361029571328757,-2.880721352744244
2024-06-28,-1.5135290554355256,1.2506396127746435,-2.764168668210169
2024-07-01,-1.5153473845410774,1.0531759505957297,-2.568523335136807
2024-07-02,-1.5143766662429516,0.8189710926761853,-2.333347758919137
2024-07-03,-1.5122746555406992,0.54112677083317,-2.053401426373869
2024-07-04,-1.5103097942794614,0.3155996790264801,-1.8259094733059416
2024-07-05,-1.5097532861834988,0.3102774581509795,-1.8200307443344783
2024-07-08,-1.5111011943976222,0.33023151381225624,-1.8413327082098785
2024-07-09,-1.5117448059025913,0.35932560612138786,-1.8710704120239792
2024-07-10,-1.512565438835992,0.3572432522998241,-1.869808691135816
2024-07-11,-1.5092395416587958,0.491770706660013,-2.001010248318809
2024-07-12,-1.5101038245354814,0.5610268017516731,-2.0711306262871547
2024-07-15,-1.5095860061743904,0.7053624192743175,-2.214948425448708
2024-07-16,-1.506816526630706,0.8113956763813981,-2.318212203012104
2024-07-17,-1.507711597439233,0.7397624986332438,-2.2474740960724766
2024-07-18,-1.507806920263404,0.7133384935585738,-2.2211454138219775
2024-07-19,-1.5160095052792193,0.6871419678391035,-2.203151473118323
2024-07-22,-1.516380716822908,0.5577785955819579,-2.074159312404866
2024-07-23,-1.5197999890201668,0.48459635588112526,-2.0043963449012923
2024-07-24,-1.517247983331789,0.367278421285711,-1.8845264046174999
2024-07-25,-1.5264784985913897,0.37399193419844323,-1.900470432789833
2024-07-26,-1.525424642081589,0.35388837328910583,-1.8793130153706947
2024-07-29,-1.5224119109709988,0.3215524233151754,-1.8439643342861742
2024-07-30,-1.5240989308286959,0.2616081783452415,-1.7857071091739374
2024-07-31,-1.5198759803674704,0.17827176248518484,-1.6981477428526552
2024-08-01,-1.518239245580711,0.047331524656407,-1.565570770237118
2024-08-02,-1.5161008559609093,-0.0886870397598063,-1.427413816201103
2024-08-05,-1.5275343925512674,-0.08870250789961531,-1.4388318846516521
2024-08-06,-1.5310906136973148,-0.02782485879733798,-1.5032657548999768
2024-08-07,-1.53136683171218,0.013454910673175391,-1.5448217423853554
2024-08-08,-1.5315541411660796,0.0596579450386443,-1.5912120862047239
2024-08-09,-1.524151660556522,0.0554295799077984,-1.5795812404643204
2024-08-12,-1.5184832765005492,0.030124474633424825,-1.548607751133974
2024-08-13,-1.5174774308778858,-0.07053256121973739,-1.4469448696581484
2024-08-14,-1.5209493152054432,-0.2185677139578761,-1.302381601247567
2024-08-15,-1.5194994245353333,-0.3734959176174133,-1.14600350691792
2024-08-16,-1.5163389426151497,-0.39126219872981416,-1.1250767438853355
2024-08-19,-1.5134375484064446,-0.3731165305933768,-1.1403210178130678
2024-08-20,-1.5134609462920516,-0.3625065436584798,-1.1509544026335718
2024-08-21,-1.510918762041456,-0.32370480089695874,-1.1872139611444972
2024-08-22,-1.5107948595064853,-0.29970879606898393,-1.2110860634375014
2024-08-23,-1.5094610054334716,-0.2313445752780936,-1.278116430155378
2024-08-26,-1.5066157709778762,-0.14974264865133335,-1.356873122326543
2024-08-27,-1.5080450466669142,-0.0852182504736625,-1.4228267961932517
2024-08-28,-1.5082059072976042,-0.03277311865007704,-1.4754327886475271
2024-08-29,-1.5078893866102066,0.017299400455009106,-1.5251887870652157
2024-08-30,-1.5086503250428045,0.040935747439796444,-1.549586072482601
2024-09-02,-1.5128665403717865,0.04233217211906748,-1.555198712490854
2024-09-03,-1.5130036573114871,0.05601400355412167,-1.5690176608656088
2024-09-04,-1.5154492976165415,0.05601468125047937,-1.5714639788670208
2024-09-05,-1.5189481129827547,0.031600737901017695,-1.5505488508837724
2024-09-06,-1.5173309917283337,-0.0031132344641395804,-1.5142177572641942
2024-09-09,-1.5193951449285108,-0.046939292023457924,-1.4724558529050529
2024-09-10,-1.5180323648620184,-0.0933868290877804,-1.424645535774238
2024-09-11,-1.515842571498991,-0.10921874160861655,-1.4066238298903744
2024-09-12,-1.5117182595948355,-0.09024897313219427,-1.4214692864626413
2024-09-13,-1.5066611305548938,-0.05125097287295688,-1.455410157681937
2024-09-18,-1.5062651350997336,-0.003392601036541265,-1.5028725340631923
2024-09-19,-1.5045323223121254,0.06410008541486789,-1.5686324077269933
2024-09-20,-1.502260680111371,0.18737367792576265,-1.6896343580371336
2024-09-23,-1.5039406142247973,0.26464494903814284,-1.7685855632629401
2024-09-24,-1.5008410786727144,0.4075373795759205,-1.908378458248635
2024-09-25,-1.4962938757289574,0.5628321690252456,-2.059126044754203
2024-09-26,-1.4942327760340217,0.7205292978511046,-2.2147620738851264
2024-09-27,-1.4925831794421633,0.8683348833558568,-2.36091806279802
2024-09-30,-1.4926956340209534,1.0013876613508153,-2.4940832953717686
2024-10-08,-1.4920221857168856,1.1235948974415386,-2.6156170831584244
2024-10-09,-1.496703988950263,1.2118965764188818,-2.708600565369145
2024-10-10,-1.4974279729406348,1.303881131409474,-2.801309104350109
2024-10-11,-1.4913237748873767,1.3852564846001894,-2.8765802594875662
2024-10-14,-1.4889795271338382,1.4442761551439052,-2.9332556822777436
2024-10-15,-1.4912987298166434,1.4497313817373403,-2.9410301115539834
2024-10-16,-1.4859299886435615,1.444277071328715,-2.9302070599722763
2024-10-17,-1.489641517547142,1.3647694106472628,-2.8544109281944046
2024-10-18,-1.4847032987142794,1.307737421147218,-2.7924407198614976
2024-10-21,-1.4808270613612666,1.2499739356670876,-2.7308009970283544
2024-10-22,-1.4819150803800003,1.202038758770307,-2.6839538391503073
2024-10-23,-1.480635296410675,1.1545758561286217,-2.6352111525392967
2024-10-24,-1.4774510550289064,1.169096214758003,-2.6465472697869092
2024-10-25,-1.4823880489068235,1.13918413842398,-2.6215721873308038
2024-10-28,-1.4821144485094115,1.1107632046447016,-2.592877653154113
2024-10-29,-1.4800081326053878,1.0738148678184078,-2.5538230004237956
2024-10-30,-1.4774681463575692,1.0272430328268474,-2.5047111791844165
2024-10-31,-1.477210949704017,0.995048994875102,-2.472259944579119
2024-11-01,-1.4818967039330153,0.967492511785272,-2.4493892157182873
2024-11-04,-1.4818978501877607,0.9530120932135597,-2.4349099434013204
2024-11-05,-1.4824759781354004,0.938716594837417,-2.421192572972817
2024-11-06,-1.4834056979127,0.912155869988255,-2.395561567900955
2024-11-07,-1.48687358249112,0.8956715888790288,-2.3825451713701487
2024-11-08,-1.4861868864126238,0.8658700215327455,-2.3520569079453693
2024-11-11,-1.4864377746325885,0.8306003892731981,-2.317038163905787
2024-11-12,-1.491279529359949,0.8171147373723873,-2.3083942667323365
2024-11-13,-1.4935989561952963,0.8124449196473402,-2.3060438758426365
2024-11-14,-1.4990631532097527,0.8032730101049588,-2.3023361633147115
2024-11-15,-1.49770519662325,0.7817649801487292,-2.279470176771979
2024-11-18,-1.494608994233003,0.7671190102429217,-2.2617280044759247
2024-11-19,-1.4901309331045478,0.7612556159728374,-2.2513865490773854
2024-11-20,-1.4878033946476352,0.7565140202049303,-2.2443174148525653
2024-11-21,-1.4853431239443127,0.7459772956185997,-2.2313204195629126
2024-11-22,-1.482757772745235,0.7326032780744418,-2.215361050819677
2024-11-25,-1.4852213119376296,0.7326004646706261,-2.2178217766082557
2024-11-26,-1.4866377982388295,0.7479431478375056,-2.234580946076335
2024-11-27,-1.4807196046929367,0.7735323436964725,-2.2542519483894092
2024-11-28,-1.48487334717538,0.787440491868197,-2.2723138390435773
2024-11-29,-1.4835064260361843,0.8016624858484098,-2.285168911884594
2024-12-02,-1.4842554120331215,0.821229758698335,-2.3054851707314565
2024-12-03,-1.4829150696511109,0.840219843126615,-2.323134912777726
2024-12-04,-1.4822625694722342,0.8522906353501893,-2.3345532048224236
2024-12-05,-1.481654012214048,0.8595686633365212,-2.3412226755505694
2024-12-06,-1.483026551706853,0.8664728477570791,-2.349499399463932
2024-12-09,-1.4814604949397674,0.826863901224355,-2.3083243961641227
2024-12-10,-1.4794827482377042,0.7885900895507536,-2.268072837788458
2024-12-11,-1.4770495386884281,0.7420270673580607,-2.219076606046489
2024-12-12,-1.4751055271417974,0.6796045162570064,-2.154710043398804
2024-12-13,-1.4780201687091512,0.6110717977863676,-2.089091966495519
2024-12-16,-1.480580105860695,0.5721672854567155,-2.0527473913174106
2024-12-17,-1.481718241616105,0.5367995101396446,-2.0185177517557493
2024-12-18,-1.4845686463951318,0.49488649521402417,-1.979455141609156
2024-12-19,-1.4867546478194742,0.47030889270393317,-1.9570635405234074
2024-12-20,-1.48667170239023,0.4336200655767781,-1.9202917679670082
2024-12-23,-1.4839375980477836,0.36042368142622294,-1.8443612794740065
2024-12-24,-1.4836484451012686,0.3118750030136406,-1.7955234481149092
2024-12-25,-1.4819414728392672,0.291958391550434,-1.7738998643897013
2024-12-26,-1.4818609010107444,0.2828191543072327,-1.7646800553179771
2024-12-27,-1.482868958947013,0.2859205662346973,-1.7687895251817103
2024-12-30,-1.4828836321732235,0.3026066694759919,-1.7854903016492154
2024-12-31,-1.4822362750377207,0.33272210755515985,-1.8149583825928806
2025-01-02,-1.4817281274873177,0.36447440300428013,-1.8462025304915979
2025-01-03,-1.483425094708867,0.33653980245289716,-1.8199648971617641
2025-01-06,-1.4857493890750477,0.3610780726086311,-1.8468274616836788
2025-01-07,-1.486315168301008,0.36914867280875185,-1.85546384110976
2025-01-08,-1.4864071976308697,0.32198130129862257,-1.8083884989294923
2025-01-09,-1.485766523643743,0.2580735028027803,-1.7438400264465233
2025-01-10,-1.4840542256377462,0.15186444367056318,-1.6359186693083094
2025-01-13,-1.4825494015107694,0.07438713935710695,-1.5569365408678764
2025-01-14,-1.4858875282623967,0.007786994398525593,-1.4936745226609223
2025-01-15,-1.4877737951409,-0.09789385929886052,-1.3898799358420395
2025-01-16,-1.4855534508124777,-0.19186368150691635,-1.2936897693055613
2025-01-17,-1.4821027940368325,-0.2553239521886006,-1.226778841848232
2025-01-20,-1.4824672938233652,-0.29750743627628395,-1.1849598575470812
2025-01-21,-1.48251482309854,-0.33609505010881335,-1.1464197729897267
2025-01-22,-1.4810209484358714,-0.3866865648331146,-1.0943343836027568
2025-01-23,-1.483356427876827,-0.4794874031944776,-1.0038690246823494
2025-01-24,-1.4813153934834091,-0.5533485110821363,-0.9279668824012728
2025-01-27,-1.4831885482736742,-0.608749490363401,-0.8744390579102732
2025-02-05,-1.4778865910752959,-0.6723773600429297,-0.8055092310323662
2025-02-06,-1.4759606440660475,-0.677323772096944,-0.7986368719691035
2025-02-07,-1.4733505330926102,-0.6499700124800505,-0.8233805206125597
2025-02-10,-1.4714578011158705,-0.6255588051509076,-0.845898995964963
2025-02-11,-1.4696925144690762,-0.60129261247614,-0.8683999019929363
2025-02-12,-1.4707605044488876,-0.5879414399419609,-0.8828190645069267
2025-02-13,-1.4698171903441097,-0.5854188273179606,-0.8843983630261492
2025-02-14,-1.466406812023783,-0.5703609146568507,-0.8960458973669323
2025-02-17,-1.471821472285989,-0.611309056720712,-0.860512415565277
2025-02-18,-1.4696259564149368,-0.6386805759102074,-0.8309453805047293
2025-02-19,-1.4676604114809488,-0.6447201149346036,-0.8229402965463453
