date,pair,signal,z_score,innovation,beta,beta_initial,days_held,reason,phase,beta_window_used,symbol_x,symbol_y
2025-06-16,AU-ZN,empty,-0.2869390842735684,-0.004313999370582522,0.72741125584125,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-06-17,AU-ZN,empty,0.5798000131157574,0.008676942200791515,0.7281428924882536,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-06-18,AU-ZN,empty,0.5794439529376535,0.00864278321923706,0.7288730960117136,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-06-19,AU-ZN,empty,-0.04877997215028201,-0.0007251644949022307,0.7288117242848597,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-06-20,AU-ZN,empty,0.12357981548768171,0.0018279543387169639,0.7289668711242924,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-06-23,AU-ZN,empty,0.1593118990113205,0.0023448610217382537,0.7291663702903258,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-06-24,AU-ZN,empty,1.076875891726446,0.01577276405892647,0.7305115447163676,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-06-25,AU-ZN,empty,0.5445400636135853,0.007982122980214612,0.7311916675956762,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-06-26,AU-ZN,empty,0.6379086508889752,0.009317815167147359,0.7319873498685583,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-06-27,AU-ZN,empty,1.2869391380781738,0.01874225892949788,0.7335903421677256,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-06-30,AU-ZN,empty,0.7327004181012482,0.01070559121425596,0.7345040797495304,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-01,AU-ZN,empty,-1.0980066282615735,-0.01600593779365056,0.7331355024438897,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-02,AU-ZN,empty,-0.4125672667853026,-0.00602028383875286,0.7326213632110782,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-03,AU-ZN,empty,-0.18151040483489989,-0.002637632863230266,0.7323955372146421,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-04,AU-ZN,empty,0.45469706455500075,0.0065754400049957695,0.7329598146404823,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-07,AU-ZN,empty,-0.47230445832169776,-0.006802919378484873,0.732374852648535,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-08,AU-ZN,empty,-0.6738548559596441,-0.009668207767946413,0.7315419516563251,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-09,AU-ZN,empty,0.6692850369131347,0.009576394554454026,0.732367910611474,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-10,AU-ZN,empty,0.6662538542715403,0.009506672892266366,0.7331890603706867,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-11,AU-ZN,empty,0.20267085311761274,0.0028838267997102207,0.7334384227026213,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-14,AU-ZN,empty,-0.8547579164149012,-0.012103993545300895,0.7323894642797949,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-15,AU-ZN,empty,-0.7094857339701296,-0.010033292168376562,0.7315201114329756,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-16,AU-ZN,empty,-0.1173049445496546,-0.0016547599654419543,0.7313765372233854,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-17,AU-ZN,empty,0.2650342684275641,0.0037202189029841293,0.7317002265955156,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-18,AU-ZN,empty,0.5879538760598346,0.008214503828821051,0.7324164730390361,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-21,AU-ZN,empty,1.824704471909953,0.02541002718696994,0.7346344742020079,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-22,AU-ZN,empty,0.3899980572209624,0.005493834362530592,0.7351103830896437,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-23,AU-ZN,empty,-0.3506934673741108,-0.00491916906558032,0.7346826842555665,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-24,AU-ZN,empty,0.9842786932261567,0.0137457786107813,0.7358806289427697,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-25,AU-ZN,empty,-0.03140323770835278,-0.00043848822642011953,0.7358424135233071,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-28,AU-ZN,empty,-0.5759929631438523,-0.00800240354755033,0.7351428169098398,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-29,AU-ZN,empty,0.0905763457245169,0.0012541865768582738,0.7352526318830988,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-30,AU-ZN,empty,-0.047541876519798604,-0.000655027094170535,0.7351951349430267,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-07-31,AU-ZN,empty,-0.8160124355056458,-0.01118670734262217,0.7342109487599453,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-01,AU-ZN,empty,-0.38335045658355227,-0.005246561029197849,0.7337491865629578,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-04,AU-ZN,empty,-1.0875813056615156,-0.014821091010066567,0.7324423147707255,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-05,AU-ZN,empty,0.04140264085453868,0.0005647329631983666,0.7324920340620467,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-06,AU-ZN,empty,-0.1025208802415802,-0.0013913896811974524,0.7323691886160353,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-07,AU-ZN,empty,0.585859869376766,0.00791171896673859,0.7330692084103739,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-08,AU-ZN,empty,-0.2520545837977807,-0.00339266394707316,0.7327687170167767,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-11,AU-ZN,empty,0.7749389287851658,0.010381751396916883,0.7336904207775269,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-12,AU-ZN,empty,0.5875560137774625,0.007855670302635787,0.7343885328995117,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-13,AU-ZN,empty,-0.008385124257256616,-0.00011174213566178537,0.7343785855945957,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-14,AU-ZN,empty,-0.5152034571935846,-0.0068313098616687995,0.733769023522114,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-15,AU-ZN,empty,0.16895255632359513,0.002231973365182327,0.7339684826061611,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-18,AU-ZN,empty,-0.6599770673713573,-0.008676274516654203,0.7331913645312066,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-19,AU-ZN,empty,-0.4897432118252089,-0.006420128901586608,0.7326157473776603,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2025-08-20,AU-ZN,empty,0.23963245260781985,0.0031294210646723997,0.7328968706705835,-0.306369,0,no_signal,signal_generation,1y,AU,ZN
2024-02-08,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-02-19,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-02-20,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-02-21,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-02-22,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-02-23,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-02-26,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-02-27,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-02-28,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-02-29,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-01,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-04,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-05,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-06,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-07,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-08,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-11,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-12,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-13,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-14,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-15,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-18,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-19,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-20,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-21,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-22,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-25,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-26,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-27,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-28,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-03-29,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-01,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-02,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-03,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-08,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-09,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-10,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-11,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-12,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-15,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-16,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-17,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-18,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-19,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-22,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-23,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-24,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-25,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-26,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-29,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-04-30,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-05-06,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-05-07,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-05-08,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-05-09,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-05-10,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-05-13,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-05-14,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-05-15,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-05-16,AU-CU,ols_training,0.0,0.0,0.9777561979566058,0.177991,0,ols_training,ols_training,1y,AU,CU
2024-05-17,AU-CU,kalman_warmup,2.022793835547921,0.053457411548343714,0.9858471679515085,0.177991,0,kalman_warmup,ols_training,1y,AU,CU
2024-05-20,AU-CU,kalman_warmup,0.625978805504745,0.01679684727906583,0.9872181608030248,0.177991,0,kalman_warmup,ols_training,1y,AU,CU
2024-05-21,AU-CU,kalman_warmup,0.31187764100573906,0.008343106186424976,0.9877831333258594,0.177991,0,kalman_warmup,ols_training,1y,AU,CU
2024-05-22,AU-CU,kalman_warmup,-0.34660435275667867,-0.009230142010919096,0.9872029511564929,0.177991,0,kalman_warmup,ols_training,1y,AU,CU
2024-05-23,AU-CU,kalman_warmup,-0.6251662930623483,-0.01657489806819079,0.9861960385708693,0.177991,0,kalman_warmup,ols_training,1y,AU,CU
2024-05-24,AU-CU,kalman_warmup,0.5106977122587263,0.013498713796971984,0.9870058421089276,0.177991,0,kalman_warmup,ols_training,1y,AU,CU
2024-05-27,AU-CU,kalman_warmup,-0.05429698221261118,-0.001429858566581288,0.9869201565129131,0.177991,0,kalman_warmup,ols_training,1y,AU,CU
2024-05-28,AU-CU,kalman_warmup,0.4402784012908665,0.011536360894849551,0.987614525772464,0.177991,0,kalman_warmup,ols_training,1y,AU,CU
2024-05-29,AU-CU,kalman_warmup,0.3616706322447874,0.009438371357544995,0.9881857207614578,0.177991,0,kalman_warmup,ols_training,1y,AU,CU
2024-05-30,AU-CU,kalman_warmup,-0.6373411155314955,-0.01655998997591368,0.9871780150157524,0.177991,0,kalman_warmup,ols_training,1y,AU,CU
2024-05-31,AU-CU,kalman_warmup,-0.6656322099061779,-0.017243650304378022,0.9861231688837504,0.177991,0,kalman_warmup,ols_training,1y,AU,CU
2024-06-03,AU-CU,kalman_warmup,-0.4048893251904122,-0.010459681442247515,0.9854807099146247,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-04,AU-CU,kalman_warmup,-0.30752965465981713,-0.007911266390635774,0.9849916498776383,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-05,AU-CU,kalman_warmup,-0.919375738758728,-0.023543823076321857,0.9835289427246119,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-06,AU-CU,kalman_warmup,-0.4661476422317727,-0.011928096571436342,0.9827865759134559,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-07,AU-CU,kalman_warmup,-0.11994171764603387,-0.003057113809530776,0.9825955287520802,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-11,AU-CU,kalman_warmup,0.3521781785349949,0.008932086809330997,0.9831558661491442,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-12,AU-CU,kalman_warmup,-0.06729163738890985,-0.001699186552453824,0.9830486776038511,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-13,AU-CU,kalman_warmup,0.034835384147393844,0.000875241898750545,0.9831041457063215,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-14,AU-CU,kalman_warmup,-0.1946260750027966,-0.004865514586764874,0.9827945100693234,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-17,AU-CU,kalman_warmup,-0.925991243481826,-0.023037497468781254,0.9813227845159744,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-18,AU-CU,kalman_warmup,-0.397636958966342,-0.00988565435210731,0.9806915559251564,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-19,AU-CU,kalman_warmup,-0.01168699078859121,-0.0002893246996045207,0.9806730078204422,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-20,AU-CU,kalman_warmup,-0.13525149389294394,-0.003331522699843603,0.9804585250067823,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-21,AU-CU,kalman_warmup,-0.39907035562060084,-0.009781554782172464,0.9798266881373993,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-24,AU-CU,kalman_warmup,0.07460693083751896,0.0018209760349687798,0.9799445515309634,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-25,AU-CU,kalman_warmup,-0.04464091651974091,-0.0010841464803039713,0.9798740773717255,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-26,AU-CU,kalman_warmup,0.15086936422251215,0.003645674497059659,0.9801118804499411,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-27,AU-CU,kalman_warmup,-0.20236723440784515,-0.004866139372252221,0.9797933407922771,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-06-28,AU-CU,kalman_warmup,-0.10662494092569862,-0.0025515880216104847,0.979625661625907,0.177991,0,kalman_warmup,kalman_warmup,1y,AU,CU
2024-07-01,AU-CU,empty,-0.19938886831115976,-0.0047478303465045,0.9793127187411187,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-02,AU-CU,empty,0.16900979860331816,0.004005077723233441,0.9795775246865809,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-03,AU-CU,empty,0.34457265965659745,0.008125687587526187,0.9801165308706352,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-04,AU-CU,empty,0.11685224701969568,0.0027434322454169546,0.9802989838298608,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-05,AU-CU,empty,0.24320502380163253,0.005681686377929651,0.9806780263198384,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-08,AU-CU,empty,-0.20993353873371215,-0.004881281321260644,0.980351439680822,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-09,AU-CU,empty,0.369830166270483,0.008557927204876137,0.9809256732969812,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-10,AU-CU,empty,-0.49774547553005805,-0.011468086716931225,0.9801539375622755,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-11,AU-CU,empty,-0.2060587344933851,-0.00472971543088363,0.9798349699542129,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-12,AU-CU,empty,-0.8981829144281437,-0.020517265702608256,0.9784467603946787,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-15,AU-CU,empty,-0.1277748334087918,-0.0029159490784866904,0.9782496217946177,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-16,AU-CU,empty,-0.6684252963730666,-0.015178920776925509,0.9772190511925891,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-17,AU-CU,empty,-1.270971313005001,-0.02878187979417035,0.9752627646952265,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-18,AU-CU,empty,-0.6448623649421314,-0.014648143929981927,0.9742716330827734,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-19,AU-CU,empty,-0.19701547758830673,-0.004462145446186838,0.9739689815690389,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-22,AU-CU,empty,-0.6233960171615478,-0.014051093303443452,0.9730109626931382,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-23,AU-CU,empty,-0.6817218196044385,-0.015318689902750648,0.9719644195447942,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-24,AU-CU,empty,-0.7176274723972944,-0.0160822967857861,0.9708633687429155,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-25,AU-CU,empty,-0.423575355124114,-0.009469432441774117,0.9702147747551256,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-26,AU-CU,empty,0.3353954421171931,0.0074672586790995865,0.9707283672749378,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-29,AU-CU,empty,-0.20134682342798135,-0.004462857458777947,0.9704203799680177,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-30,AU-CU,empty,-0.4834128774650153,-0.010663332461716024,0.9696823017778811,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-07-31,AU-CU,empty,0.0717672817552774,0.001576996748866577,0.96979169191189,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-01,AU-CU,empty,-0.15514531089516073,-0.0033921250102313394,0.9695556517905007,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-02,AU-CU,empty,-0.9563033925977305,-0.020806511832020647,0.9681039148732024,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-05,AU-CU,empty,-0.270373968282786,-0.0058800734543762445,0.9676944114773791,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-06,AU-CU,empty,-0.5216614545354991,-0.011292354534951698,0.9669043543372803,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-07,AU-CU,empty,-0.05209235453532119,-0.001123526747745629,0.966825504236701,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-08,AU-CU,empty,-0.4814321606460299,-0.010331611722783407,0.9660978253911737,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-09,AU-CU,empty,0.04983569024622389,0.0010653660172277313,0.966173036998934,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-12,AU-CU,empty,-0.023537816849521016,-0.0005006654076602501,0.9661375805003896,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-13,AU-CU,empty,-0.2729270262507911,-0.0057762603855433525,0.9657273656840476,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-14,AU-CU,empty,-0.21830048322413095,-0.004598708027517162,0.9654000371111205,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-15,AU-CU,empty,0.5042682834871667,0.010572188373915381,0.966154701034101,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-16,AU-CU,empty,0.8567811181743952,0.01789566172771373,0.9674348218347196,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-19,AU-CU,empty,-0.14579569093848746,-0.0030411955268156987,0.9672172354934955,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-20,AU-CU,empty,-0.1761954617586783,-0.0036572831827452745,0.9669546898202426,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-21,AU-CU,empty,-0.14544415474860015,-0.0030043174719587284,0.9667383640164321,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-22,AU-CU,empty,0.06601390610366259,0.0013569035359193293,0.9668363421555025,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-23,AU-CU,empty,-0.09013139539892086,-0.0018433881589121626,0.966702825426459,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-26,AU-CU,empty,0.7326119478675511,0.01490905479326976,0.9677861951314942,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-27,AU-CU,empty,0.24574398334025882,0.004989426974656652,0.968148917390738,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-28,AU-CU,empty,-0.08161128707064363,-0.0016491798545956726,0.9680286351979295,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-29,AU-CU,empty,-0.28718418896035913,-0.005774448677769328,0.9676061176346835,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-08-30,AU-CU,empty,-0.008635236491981117,-0.0001728314042068746,0.9675934372915685,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-02,AU-CU,empty,-0.14372582930193387,-0.002862206782529242,0.9673827876735874,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-03,AU-CU,empty,-0.6927478371932535,-0.013727904961543302,0.9663692026823457,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-04,AU-CU,empty,-0.7848048165847097,-0.01551166490391509,0.965222927009399,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-05,AU-CU,empty,-0.7726663403548669,-0.015242391770042829,0.9640951941178748,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-06,AU-CU,empty,0.5309696624163581,0.010453313897082595,0.9648693756947546,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-09,AU-CU,empty,0.16573783684250556,0.0032511802876022955,0.9651107169980022,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-10,AU-CU,empty,0.19529254127689666,0.0038122632565364967,0.9653947514121534,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-11,AU-CU,empty,-0.07224099312186219,-0.0014034022554181291,0.9652899036111597,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-12,AU-CU,empty,0.4533840302049784,0.008763825568030015,0.9659464127662635,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-13,AU-CU,empty,-0.46067670845703274,-0.008869349351520839,0.9652805549370428,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-18,AU-CU,empty,0.2635722130231844,0.00505449440165151,0.9656606263565493,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-19,AU-CU,empty,0.9760203484588962,0.01862974409933038,0.9670653420080536,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-20,AU-CU,empty,-0.03589237850076641,-0.0006849318127724047,0.9670137386525306,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-23,AU-CU,empty,-0.8083134297250124,-0.015347771215273198,0.9658534443877339,0.177991,0,no_signal,signal_generation,1y,AU,CU
2024-09-24,AU-CU,empty,0.7354637582762887,0.013940321672032852,0.9669073061597465,0.177991,0,no_signal,signal_generation,1y,AU,CU
