pair,symbol_x,symbol_y,pvalue_1y,beta_1y,halflife_1y,pvalue_2y,beta_2y,halflife_2y,pvalue_3y,beta_3y,halflife_3y,pvalue_4y,beta_4y,halflife_4y,pvalue_5y,beta_5y,halflife_5y,volatility_x,volatility_y,volatility_period,r_squared_5y,residual_mean,residual_std,residual_skew,residual_kurt,jarque_bera_pvalue
PB-NI,PB,NI,0.00974909838823785,0.625298,8.28164092770584,0.013028646961621627,-0.048227,41.46503302490497,0.02502507691300668,-1.701338,44.60933348148855,0.0017283447329147494,-1.685267,35.68337100360512,0.015075959486837051,-0.703784,67.36972450903728,0.14042867283906768,0.20628958609099912,2024-01-01 to latest,0.05526228258269683,2.0110051190429313e-13,0.18608525900522047,0.4479279349234678,-0.1984547176476279,2.5215481280545344e-10
AU-I,AU,I,0.010438997634539692,-0.085352,13.074146185413362,0.003620852483322429,-0.355671,20.804343028893708,0.003479383873769445,-0.065871,34.354700270983166,0.0003637658775215485,-0.013062,30.923677599376063,0.001959436544760293,-0.133192,46.422761964050636,0.14883455332099976,0.2759772329574849,2024-01-01 to latest,0.044842341820015785,6.905234761414624e-15,0.13950441856574838,-0.023407780305529445,0.4970924017752285,0.001438823510069678
CU-SF,CU,SF,0.011022481889600765,-1.210802,13.499804880147085,0.08873903282924617,-0.595082,47.16705658384741,0.0048783282235987015,-0.942461,32.20789954632904,0.005977083788498416,-0.914327,85.66479198795182,0.025985352242079617,0.17993,164.84345252884447,0.15251240993423965,0.21467660111504655,2024-01-01 to latest,0.013292678037237438,-3.4268461084658546e-13,0.18835376245031196,0.9659231013886662,2.2129891227187493,4.201622391629258e-99
AG-I,AG,I,0.011421034241356995,0.039215,13.593134679613387,0.0029434143448176663,-0.378817,19.939831162346596,0.004805867919512053,-0.005822,36.06621255551174,0.0003451704466033506,0.036942,30.85679895619893,0.0027526425471016613,-0.008593,49.234948673797355,0.2555525402215319,0.2759772329574849,2024-01-01 to latest,0.00015911192779960448,-3.97480989921037e-14,0.1427302014841619,0.3328952146299829,0.33656737815707594,4.520127213143012e-07
SS-SM,SS,SM,0.012255466537987402,1.171064,10.769627511546327,0.021597036578527955,1.09925,35.68743538466985,0.006479036743696308,0.766862,34.85607228532455,7.083232825049986e-05,0.913116,21.763724003579796,1.1901964973157038e-05,0.895386,21.653396913391187,0.12197395517172488,0.2694723267212363,2024-01-01 to latest,0.6920534045261009,-2.410995565451375e-13,0.07458594374388428,1.6892742769995326,4.156232905999069,0.0
HC-ZN,HC,ZN,0.01245409080801486,0.858661,9.152245715210864,0.016710127263647866,-0.334798,31.947310052319473,0.012463168510063308,-0.149338,42.34775312243833,0.005281470504373083,0.107766,47.32597975029878,0.00036772378574217643,0.092864,50.44925628673405,0.16749536473919402,0.1728653045555482,2024-01-01 to latest,0.026976884440459092,-2.2334726660725816e-13,0.09116544262281678,-0.4092590173964552,0.17316512069771495,1.0478967089511987e-08
CU-I,CU,I,0.013179304149093317,0.133251,14.170708842709084,0.006454197125188081,-0.674321,23.71946933436443,0.007374210961454008,0.118704,38.86626969326984,0.0003992495720732349,0.161887,31.770584144160154,0.0023866292522230744,-0.045733,48.28874723607766,0.15251240993423965,0.2759772329574849,2024-01-01 to latest,0.0015154098048034692,7.119525427754972e-15,0.14263336089372516,0.3445097356989702,0.3421182937987455,1.7923645564476343e-07
PB-I,PB,I,0.01585131828725021,0.74063,14.667440058774469,0.030030464121247505,-0.366876,37.019272539352635,0.005881093973549959,0.176118,37.16457909766167,0.0003465773535756899,0.285595,30.145844934271505,0.0023672771582285406,-0.125214,48.27311405855919,0.14042867283906768,0.2759772329574849,2024-01-01 to latest,0.0031467954622396155,-3.022457064169372e-13,0.14251679167219267,0.28126435980974734,0.32524553837050485,1.5365903810197995e-05
SS-RB,SS,RB,0.017004872375240142,0.935341,15.565626777652492,0.059085865769494816,1.073242,50.074760624153505,0.016824411849820923,0.747016,45.410579857801864,0.00026386413658335844,1.041827,26.309847644757685,0.01862156168026233,0.939912,67.71762066164995,0.12197395517172488,0.17577879038420638,2024-01-01 to latest,0.5442903306819873,3.3595983138314166e-13,0.10739766530740315,1.159492505263166,1.6005419185454297,3.081181941772709e-91
AL-CU,AL,CU,0.019637541001904787,0.752034,16.1816028331837,0.0007549771166946295,1.390734,15.606943299063458,0.000603240017538205,1.546637,17.431650472388803,0.03683679238858033,0.769942,74.16599666171652,0.0057036856278551455,0.91412,53.14645511398998,0.12062644624499681,0.15251240993423965,2024-01-01 to latest,0.7607464911835534,-1.4097788192567162e-13,0.059430926121553554,-0.5904484991691993,-0.014733097399575623,1.258063187758369e-16
RB-I,RB,I,0.02017211030730056,1.012951,15.306522460426574,0.0014078714167884516,1.014981,18.83461263346049,0.0037104831209670594,0.621215,40.89891465691114,0.001081843164072691,0.2114,35.608193207978466,0.0059739853350816085,0.40818,56.462878923624274,0.17577879038420638,0.2759772329574849,2024-01-01 to latest,0.20696810269985344,-9.866111455151455e-14,0.12711469514699797,-0.6772855914784895,0.8413864628596195,1.0269755467869533e-29
SS-I,SS,I,0.020812618782729508,0.528596,16.112258133482605,0.032454829959181995,0.779267,40.50384505346587,0.004989083133553737,0.01455,36.376658376518584,0.000342865903727591,-0.010234,30.74454255224436,0.002482873066329817,-0.075705,47.83096882182501,0.12197395517172488,0.2759772329574849,2024-01-01 to latest,0.004386328039624576,1.018106234239115e-13,0.14242815818311264,0.3955095523639022,0.27773645183226403,9.713200804815361e-09
AU-HC,AU,HC,0.022070256336782515,-0.173873,16.140254963431666,0.0054748615581719905,-0.391423,21.67549183725538,0.001393220580605961,-0.303438,25.75991248306432,0.01418550556833016,-0.525167,62.714365370120795,0.006005798052836177,-0.532942,66.697566399811,0.14883455332099976,0.16749536473919402,2024-01-01 to latest,0.5474674441430876,-3.413142784276196e-14,0.10996194042392657,0.43152733483086686,0.17690313615518116,1.4178138935694544e-09
NI-I,NI,I,0.02469590718621291,0.523978,16.645018756000457,0.037511535383613855,0.34416,42.17130491645473,0.00491954722491799,-0.007692,36.09875701893286,0.00036259156303777965,0.035815,31.10391681273985,0.0018226265190044468,-0.083522,46.26298755291481,0.20628958609099912,0.2759772329574849,2024-01-01 to latest,0.012549246745230613,5.4164785531553666e-15,0.14184308066036663,0.28940473306429837,0.20022407399667141,5.292474576934401e-05
SS-SF,SS,SF,0.026030431208492553,1.776143,13.162631956744086,0.007981883662066322,1.322798,17.981162099399462,2.925137650819297e-05,1.240209,14.227632752092992,2.3144439454375075e-07,1.346593,14.640941842647742,1.1693733993271141e-06,1.365845,17.75614639636821,0.12197395517172488,0.21467660111504655,2024-01-01 to latest,0.8090959156856092,1.039450712452226e-13,0.08284908844280443,0.857317927415739,5.718436047672348,0.0
RB-AG,RB,AG,0.026938506693709403,-0.510931,20.122066412235313,0.00500431411453642,-1.445446,21.813154865514562,0.002192645232969021,-1.875495,30.31785791098774,0.02865385430048692,-1.008421,71.86756989884266,0.006046255242974725,-0.819308,66.06344316614117,0.17577879038420638,0.2555525402215319,2024-01-01 to latest,0.38693374370099975,2.3837017016332885e-14,0.16407147183393694,-0.3650045620722718,-0.3663231696336502,2.482208313373293e-08
PB-RB,PB,RB,0.028178021478257716,0.363881,18.748062087924417,0.10460711027887332,-0.388678,66.77292690692063,0.018726638280852435,-0.735082,44.1671955553943,0.011528520555106114,-1.444392,52.62438682517535,0.004321840962860961,-1.29315,57.699235047692426,0.14042867283906768,0.17577879038420638,2024-01-01 to latest,0.27018317957547144,1.5137943808527086e-13,0.13591195292095254,0.6271380494237075,-0.19616838613279963,4.2301580677336264e-19
AL-SM,AL,SM,0.03358379539568004,0.546257,14.747362822977134,0.11985369110812383,0.236814,67.59710080684333,0.010963985917580167,-0.45547,52.146196268613494,0.09552914416581382,0.845997,93.97444774551653,0.01531252720457842,0.43327,89.79938871701657,0.12062644624499681,0.2694723267212363,2024-01-01 to latest,0.13966229524262697,2.5139678698559734e-14,0.12466764739764942,0.22834660666622517,0.7899491475078753,3.223303701026135e-10
PB-AG,PB,AG,0.0359546326228882,-0.336637,23.964002292869903,0.23989820186028926,1.629824,101.50316188933398,0.05329778169169897,2.80698,50.7638911304848,0.007672190224432221,2.962832,34.0855928739696,0.0005875868598733609,2.696773,28.289536034951613,0.14042867283906768,0.2555525402215319,2024-01-01 to latest,0.6773175127199822,7.588709202479102e-14,0.11903291400737384,0.35396747097847786,-0.3336987845559185,1.0400493650737032e-07
PB-HC,PB,HC,0.03661165220944957,0.410466,20.90911594074145,0.08972750290182818,-0.336627,66.54927445458095,0.01953943772929931,-0.593816,46.488674590003704,0.011825505362162871,-1.349174,60.81331464775188,0.005468633238846371,-1.235232,64.47311598257612,0.14042867283906768,0.16749536473919402,2024-01-01 to latest,0.23351995588929897,-1.7109417938858285e-14,0.14310931626508192,0.6950678157726298,-0.07059886236508328,8.175147100486933e-23
PB-SM,PB,SM,0.044319161763430884,0.6804,15.825517596488082,0.032345968597861464,1.030998,38.18485879409965,0.05911683426575741,-0.105089,66.34315472656968,0.003124564052388864,-0.854004,63.89261311590743,0.0021063236051793778,-0.50812,69.96721668621335,0.14042867283906768,0.2694723267212363,2024-01-01 to latest,0.05844627327273455,-6.912706738596229e-13,0.13041929224741933,1.0567899384611603,1.6285375352285065,6.882105460126043e-82
SS-HC,SS,HC,0.04707740054790071,0.855647,21.249501392455073,0.05648212922898007,1.050435,49.166754150628215,0.018400869391250626,0.649202,47.80004153662205,0.0003740496443234126,1.030781,31.249784218562446,0.031237643426518823,0.929598,82.56936743065799,0.12197395517172488,0.16749536473919402,2024-01-01 to latest,0.5043281962840103,7.155898448752215e-14,0.11508390453761921,1.2254046525704534,1.8135181429642424,1.0746761393224841e-106
HC-AG,HC,AG,0.048416812408983496,-0.267679,25.560645671673473,0.014287118983771621,-1.429637,27.45216113710885,0.006622885344214951,-1.852042,39.53345643416275,0.06764775784324929,-0.933565,97.53683254238047,0.012426850755619454,-0.731778,80.07658556039536,0.16749536473919402,0.2555525402215319,2024-01-01 to latest,0.3258631339659501,3.1861638547972747e-14,0.17204949668913896,-0.32412871580752856,-0.36258226963477114,5.133954159724922e-07
