trade_id,pair,symbol_x,symbol_y,direction,beta,z_score_open,open_date,close_date,holding_days,lots_x,lots_y,theoretical_ratio,actual_ratio,open_price_x,open_price_y,close_price_x,close_price_y,margin_occupied,gross_pnl,y_pnl,x_pnl,open_commission,close_commission,net_pnl,return_on_margin,close_reason
42,SS-RB,SS,RB,open_short,0.2303695163507959,2.6810344636572947,2024-09-09,2024-09-12,3,2,9,0.2303695163507959,0.2222222222222222,13300.486,3062.153,13373.632,3175.805,49046.23559999999,-9497.220000000016,-10228.680000000004,731.4599999999882,81.71972600000001,83.911754,-9662.851480000016,-0.19701515033296493,stop_loss
43,SS-HC,SS,HC,open_short,0.23572086006797657,3.090046029804784,2024-09-09,2024-09-12,3,2,9,0.23572086006797657,0.2222222222222222,13300.486,3134.523,13373.632,3244.774,49827.8316,-9191.12999999999,-9922.589999999978,731.4599999999882,83.02238600000001,85.15319600000001,-9359.30558199999,-0.18783288940070975,stop_loss
44,RB-SM,RB,SM,open_short,1.9823423722415328,2.1260894029400452,2024-09-06,2024-09-12,6,2,1,1.9823423722415328,2.0,3034.946,6128.937,3169.805,6073.304,10957.632599999999,2975.3449999999975,278.16499999999905,2697.1799999999985,18.268721,18.752524,2938.3237549999976,0.26815315518061794,signal
45,AL-SN,AL,SN,open_long,12.430389510616623,-2.047237061884495,2024-09-04,2024-09-18,14,87,7,12.430389510616623,12.428571428571429,19371.077,247893.505,19923.75,254625.978,1220158.5636,-193285.44399999955,47127.31099999999,-240412.75499999954,2032.3346060000003,2089.8426192,-197407.62122519955,-0.1617884979168289,stop_loss
46,NI-AG,NI,AG,open_short,0.059690425230207275,2.2370838596236977,2024-09-13,2024-09-18,5,1,10,0.059690425230207275,0.1,124450.489,7426.488,124639.7,7456.913,148661.24268000002,-4374.538999999895,-4563.749999999891,189.2109999999957,247.68473780000005,248.63532999999998,-4870.8590677998955,-0.03276482141538826,signal
47,CU-ZN,CU,ZN,open_short,0.31663496250836737,2.1554847363196825,2024-09-12,2024-09-18,6,3,10,0.31663496250836737,0.3,73834.262,23397.865,74455.448,23767.869,273324.8616,-9182.409999999836,-18500.19999999986,9317.790000000023,455.48143600000003,461.045034,-10098.936469999837,-0.03694847373518193,signal
48,SS-AG,SS,AG,open_short,0.5484472761144656,2.0056374406132362,2024-09-13,2024-09-19,6,5,9,0.5484472761144656,0.5555555555555556,13376.414,7426.488,13456.868,7492.031,160441.9476,-6836.954999999962,-8848.304999999955,2011.349999999993,267.39724600000005,269.56917699999997,-7373.9214229999625,-0.04596005928190292,signal
49,SF-I,SF,I,open_short,0.11262398989827989,2.2263843974351314,2024-09-24,2024-09-25,1,1,9,0.11262398989827989,0.1111111111111111,6197.196,697.166,6256.389,709.52,79170.6456,-10822.634999999933,-11118.599999999935,295.96500000000106,131.68707600000002,133.969989,-11088.292064999932,-0.1400555973867154,signal
50,SS-RB,SS,RB,open_short,0.24055056434302108,2.5069619906230356,2024-09-24,2024-09-25,1,1,4,0.24055056434302108,0.25,13324.406,3203.596,13382.005,3217.795,23377.3044,-279.96500000001106,-567.9600000000028,287.9949999999917,38.953174000000004,39.124365000000004,-358.04253900001106,-0.015315817977713933,signal
51,NI-I,NI,I,open_short,0.005497392600420756,2.23564171984443,2024-09-24,2024-09-25,1,1,1,0.005497392600420756,1.0,127119.778,697.166,127888.64,709.52,23634.765359999998,-466.5379999999991,-1235.3999999999928,768.8619999999937,39.367275600000006,39.768128000000004,-545.6734035999991,-0.023087743639016993,signal
52,SS-HC,SS,HC,open_short,0.24747349497964505,2.6528241153129377,2024-09-24,2024-09-25,1,1,4,0.24747349497964505,0.25,13324.406,3296.638,13382.005,3310.049,23823.905999999995,-248.44500000001062,-536.4400000000023,287.9949999999917,39.69751,39.862397,-328.00490700001063,-0.01376788957276824,signal
53,PB-I,PB,I,open_short,0.04186768125755757,2.066067049932078,2024-09-24,2024-09-26,2,1,1,0.04186768125755757,1.0,16696.439,697.166,16712.909,727.968,18392.8554,-2997.849999999985,-3080.1999999999907,82.35000000000582,30.639758999999998,31.272269,-3059.762027999985,-0.1663560095187822,stop_loss
54,SS-I,SS,I,open_short,0.052472590383727806,2.4363680068543148,2024-09-24,2024-09-26,2,1,10,0.052472590383727806,0.1,13324.406,697.166,13407.77,727.968,91825.56360000001,-30385.179999999906,-30801.999999999905,416.8199999999979,152.75760600000004,159.00136999999998,-30696.938975999907,-0.33429622179852214,stop_loss
55,PB-AG,PB,AG,open_short,0.4658961551587497,2.1580322950061976,2024-09-25,2024-09-26,1,4,9,0.4658961551587497,0.4444444444444444,16543.723,7790.361,16712.909,7867.287,165921.3834,-7001.2900000000955,-10385.010000000053,3383.7199999999575,276.514639,279.26838499999997,-7557.073024000096,-0.04554610665089293,signal
56,AL-I,AL,I,open_short,0.03495480934752491,2.5420405845016445,2024-09-24,2024-09-30,6,1,1,0.03495480934752491,1.0,19998.515,697.166,20472.077,821.329,20374.101,-10048.489999999982,-12416.29999999999,2367.8100000000086,33.941835,36.898657,-10119.330491999981,-0.496676171969501,stop_loss
57,CU-SN,CU,SN,open_long,3.401897640731257,-2.1325632436402775,2024-09-27,2024-09-30,3,17,5,3.401897640731257,3.4,78745.299,257829.367,78866.249,265343.487,958187.67,27289.85000000037,37570.60000000012,-10280.749999999753,1596.4994500000003,1606.06972,24087.28083000037,0.025138374855105755,signal
58,ZN-I,ZN,I,open_short,0.03149909813403086,7.680628737385694,2024-09-30,2024-10-08,8,1,1,0.03149909813403086,1.0,25103.325,818.329,25203.67,783.553,24890.943,3979.324999999983,3477.5999999999954,501.72499999998763,41.469905000000004,40.87473,3896.980364999983,0.156562182678253,signal
59,CU-SF,CU,SF,open_short,0.0856430111212422,6.900256083100193,2024-09-30,2024-10-08,8,1,10,0.0856430111212422,0.1,78866.249,6789.756,77258.951,6654.027,88076.2854,-1250.0399999999627,6786.4500000000135,-8036.489999999976,146.76380899999998,143.79922100000002,-1540.6030299999627,-0.017491689425857222,signal
60,PB-RB,PB,RB,open_short,0.2070234080489033,5.682226318400275,2024-09-30,2024-10-08,8,1,5,0.2070234080489033,0.2,17049.038,3549.873,16881.969,3500.132,31537.6608,1651.7050000000017,2487.0499999999993,-835.3449999999975,52.547768000000005,51.883289000000005,1547.2739430000017,0.049061151136485105,signal
61,PB-HC,PB,HC,open_short,0.2127987757476852,4.72047221348423,2024-09-30,2024-10-08,8,2,9,0.2127987757476852,0.2222222222222222,17049.038,3643.409,16881.969,3609.207,59822.06280000001,1407.4900000000252,3078.1800000000203,-1670.689999999995,99.67943800000002,98.729664,1209.0808980000252,0.02021128729783663,signal
62,NI-AG,NI,AG,open_long,0.058613926872049193,-2.0347741502975687,2024-09-30,2024-10-09,9,1,10,0.058613926872049193,0.1,133142.883,7806.302,135448.998,7508.488,156440.18196,-46978.2149999999,-44672.09999999991,-2306.1149999999907,260.81763659999996,252.34443960000004,-47491.3770761999,-0.3035753121812586,stop_loss
63,SF-AG,SF,AG,open_long,1.2034542460674786,-2.10936943427815,2024-09-30,2024-10-09,9,6,5,1.2034542460674786,1.2,6789.756,7806.302,6609.814,7508.488,94694.43959999998,-16937.789999999957,-22336.049999999956,5398.26,157.83306599999997,152.28620400000003,-17247.909269999956,-0.1821427883501616,stop_loss
64,SS-AG,SS,AG,open_long,0.5669325204735178,-2.302586884854809,2024-09-30,2024-10-09,9,4,7,0.5669325204735178,0.5714285714285714,13967.483,7806.302,13988.561,7508.488,131879.5644,-31692.029999999926,-31270.469999999936,-421.5599999999904,219.80227400000004,213.632492,-32125.46476599993,-0.2435969887537779,stop_loss
65,HC-I,HC,I,open_short,0.22446596058383314,2.47429848735224,2024-09-30,2024-10-09,9,2,9,0.22446596058383314,0.2222222222222222,3649.409,818.329,3573.604,777.775,97292.9136,34982.49999999997,36498.59999999998,-1516.1000000000058,161.896856,154.293916,34666.30922799997,0.356308675989738,signal
66,CU-SM,CU,SM,open_short,0.0838806128791573,5.8010686368100695,2024-09-30,2024-10-09,9,1,10,0.0838806128791573,0.1,78866.249,6646.24,77501.354,6385.6,87215.1894,6207.525000000023,13031.99999999997,-6824.474999999948,145.328649,141.35735400000002,5920.8389970000235,0.06788770439796836,signal
67,SS-RB,SS,RB,open_short,0.25366031613628864,2.6667620220629216,2024-09-30,2024-10-09,9,1,4,0.25366031613628864,0.25,13997.483,3549.873,13958.561,3478.697,25443.2802,2652.429999999995,2847.0399999999972,-194.6100000000024,42.39646700000001,41.788137,2568.245395999995,0.10094002722180431,signal
68,RB-I,RB,I,open_short,0.23039916610487146,2.506267712700211,2024-09-30,2024-10-09,9,2,9,0.23039916610487146,0.2222222222222222,3555.873,818.329,3472.697,777.775,97068.42719999999,34835.07999999998,36498.59999999998,-1663.5199999999986,161.52271199999998,153.890288,34519.66699999998,0.3556219874550515,signal
69,AL-SM,AL,SM,open_short,0.32046461077302707,2.967559344135594,2024-09-30,2024-10-09,9,1,3,0.32046461077302707,0.3333333333333333,20502.077,6646.24,20508.838,6385.6,24266.2782,3943.4049999999843,3909.5999999999913,33.804999999993015,40.440797,39.665638,3863.298564999984,0.1592044125250317,signal
70,PB-SM,PB,SM,open_short,0.38360350572464214,2.3455293282531375,2024-09-30,2024-10-09,9,3,8,0.38360350572464214,0.375,17049.038,6646.24,16754.514,6385.6,62592.020399999994,6007.739999999958,10425.599999999977,-4417.860000000019,104.317034,101.348342,5802.074623999958,0.09269671416454163,signal
71,SS-HC,SS,HC,open_short,0.26031963190956714,2.5592866037806945,2024-09-30,2024-10-10,10,1,4,0.26031963190956714,0.25,13997.483,3643.409,13952.375,3587.224,25892.253000000004,2021.859999999997,2247.399999999998,-225.54000000000087,43.144755,42.650167,1936.065077999997,0.07477391318553842,signal
72,AG-SM,AG,SM,open_short,0.8136770264514691,2.228519876872347,2024-09-30,2024-10-11,11,4,5,0.8136770264514691,0.8,7806.302,6646.24,7698.129,6390.111,76140.4944,-87.15499999998883,6403.224999999998,-6490.3799999999865,126.906824,124.32810300000001,-338.38992699998886,-0.004444283290600605,signal
73,NI-I,NI,I,open_short,0.006156082073323953,3.185486013254806,2024-09-30,2024-10-11,11,1,1,0.006156082073323953,1.0,133202.883,818.329,134679.12,788.721,25818.693959999997,4437.036999999988,2960.7999999999947,1476.2369999999937,43.0071566,42.710244,4351.319599399989,0.16853368362246893,signal
74,ZN-SM,ZN,SM,open_short,0.2625094920471862,2.3604930086204385,2024-09-30,2024-10-14,14,1,4,0.2625094920471862,0.25,25103.325,6646.24,25251.665,6368.366,31018.371,6299.179999999997,5557.479999999996,741.7000000000007,51.688285,50.72512900000001,6196.766585999996,0.19977730571344304,signal
75,RB-AG,RB,AG,open_long,2.333555366143228,-2.716351040820645,2024-09-30,2024-10-16,16,7,3,2.333555366143228,2.3333333333333335,3549.873,7806.302,3463.987,7901.783,71981.96399999999,10308.665000000028,4296.64500000003,6012.019999999998,119.95494,119.61186500000002,10069.098195000028,0.13988362689020306,signal
76,CU-ZN,CU,ZN,open_long,0.3226120576572837,-2.097232227291635,2024-10-17,2024-10-18,1,1,3,0.3226120576572837,0.3333333333333333,76017.871,24504.052,77047.794,24968.635,89709.0162,1819.1300000000047,6968.744999999981,-5149.614999999976,149.53002700000002,151.953699,1517.6462740000047,0.016917433032779206,signal
77,PB-RB,PB,RB,open_long,0.20008554419919278,-2.1291042145642125,2024-10-17,2024-10-18,1,1,5,0.20008554419919278,0.2,16602.255,3318.263,16800.305,3349.217,29861.930999999997,557.4500000000126,1547.700000000009,-990.2499999999964,49.784885,50.292474999999996,457.37264000001255,0.015316244619278392,signal
78,PB-HC,PB,HC,open_long,0.20790215402896645,-2.2811609494998564,2024-10-17,2024-10-18,1,1,5,0.20790215402896645,0.2,16602.255,3447.263,16800.305,3514.503,30635.930999999997,2371.7500000000155,3362.000000000012,-990.2499999999964,51.074885,51.945335,2268.7297800000156,0.074054540075835,signal
79,SS-RB,SS,RB,open_long,0.2403838420363407,-2.4569813889850494,2024-10-17,2024-10-21,4,1,4,0.2403838420363407,0.25,13801.403,3318.263,13914.666,3370.317,24203.104199999998,1515.8450000000084,2082.1600000000035,-566.314999999995,40.347507,40.877202000000004,1434.6202910000086,0.05927422693986537,signal
80,SS-HC,SS,HC,open_long,0.2497497117591882,-2.336255893912207,2024-10-17,2024-10-21,4,1,4,0.2497497117591882,0.25,13801.403,3447.263,13914.666,3523.744,24822.3042,2492.925000000014,3059.240000000009,-566.314999999995,41.379507,42.10461800000001,2409.440875000014,0.09706757501586069,signal
81,PB-AG,PB,AG,open_short,0.49035425892285595,3.029741149105653,2024-10-21,2024-10-23,2,1,2,0.49035425892285595,0.5,16786.058,8356.371,16752.841,8372.635,40156.3704,-654.0050000000338,-487.920000000031,-166.08500000000276,66.924284,66.988651,-787.9179350000337,-0.019621243831340736,signal
82,AG-SM,AG,SM,open_long,0.7781763511876452,-2.1975798093151715,2024-10-21,2024-10-24,3,7,9,0.7781763511876452,0.7777777777777778,8356.371,6134.641,8254.916,6117.738,138422.73599999998,9892.140000000021,-760.6349999999702,10652.774999999992,230.69555999999997,228.41287799999998,9433.031562000022,0.06814654755848797,signal
83,RB-AG,RB,AG,open_short,2.3090501541691237,2.4276674002767846,2024-10-21,2024-10-25,4,23,10,2.3090501541691237,2.3,3376.317,8356.371,3381.989,8165.342,243572.22719999996,29958.909999999938,28654.349999999933,1304.5600000000059,406.001712,400.53175400000003,29152.376533999937,0.1196867839536672,signal
84,NI-AG,NI,AG,open_short,0.0636924985119744,2.3389979152806504,2024-10-21,2024-10-28,7,1,10,0.0636924985119744,0.1,131224.261,8356.371,126565.26,8238.641,166211.98932,13000.49899999993,17659.499999999935,-4659.001000000004,276.93598219999996,272.47228200000006,12451.09073579993,0.07491090616711434,signal
85,NI-SF,NI,SF,open_short,0.052002982507643944,2.23094643265464,2024-10-25,2024-10-28,3,1,10,0.052002982507643944,0.1,126343.96,6565.161,126565.26,6592.231,54584.6412,-1132.199999999997,-1353.4999999999854,221.29999999998836,90.92040200000001,91.23536200000001,-1314.3557639999972,-0.024079223296241018,signal
86,SS-AG,SS,AG,open_short,0.5889648224843711,2.8085691737737806,2024-10-21,2024-10-28,7,3,5,0.5889648224843711,0.6,13914.666,8356.371,13767.778,8238.641,100253.73779999999,6626.429999999982,8829.749999999967,-2203.319999999985,167.089563,164.88294900000002,6294.457487999983,0.06278526493004218,signal
87,CU-SF,CU,SF,open_short,0.08572475096209675,2.8370877332074915,2024-10-25,2024-10-28,3,1,10,0.08572475096209675,0.1,76453.207,6565.161,76823.136,6592.231,85280.8902,496.1450000000332,-1353.4999999999854,1849.6450000000186,142.104817,142.74544600000002,211.29473700003314,0.0024776328730212196,signal
88,ZN-SM,ZN,SM,open_short,0.24942454208126877,2.5477818386567117,2024-10-25,2024-10-29,4,1,4,0.24942454208126877,0.25,25014.058,6299.644,24944.181,6356.383,30132.9804,-1484.1649999999936,-1134.7799999999916,-349.38500000000204,50.21263400000001,50.369713000000004,-1584.7473469999936,-0.052591788995422224,signal
89,SS-ZN,SS,ZN,open_short,1.8399550636908941,2.036128831158195,2024-10-24,2024-10-29,5,11,6,1.8399550636908941,1.8333333333333333,13697.236,25816.471,13653.91,24974.181,183296.05320000002,22885.769999999975,25268.700000000026,-2382.930000000051,305.56842200000006,300.038096,22280.163481999974,0.1215528817616678,signal
90,CU-ZN,CU,ZN,open_short,0.3345890820389302,2.808354501253038,2024-10-24,2024-10-29,5,1,3,0.3345890820389302,0.3333333333333333,77026.791,25816.471,76484.318,24974.181,92694.7224,9921.985000000022,12634.350000000013,-2712.3649999999907,154.47620400000002,151.406861,9616.101935000022,0.10373947605672988,signal
91,SF-AG,SF,AG,open_short,1.2245960759092547,2.681672981550163,2024-10-21,2024-10-29,8,11,9,1.2245960759092547,1.2222222222222223,6365.293,8356.371,6521.872,8304.564,177393.14399999997,15605.789999999883,6993.944999999849,8611.845000000034,295.64024,295.96382000000006,15014.185939999881,0.08463791554424382,signal
92,SS-SF,SS,SF,open_short,0.4744937730915726,2.4859516036897507,2024-10-25,2024-10-29,4,1,2,0.4744937730915726,0.5,13733.648,6565.161,13653.91,6533.872,16116.581999999999,-85.79999999999927,312.8899999999976,-398.68999999999687,26.86397,26.721654000000004,-139.38562399999927,-0.00864858466888322,signal
93,AL-SM,AL,SM,open_short,0.3005283157572164,2.412099843995599,2024-10-25,2024-10-29,4,3,10,0.3005283157572164,0.3,20791.579,6299.644,20790.241,6356.383,75231.70620000002,-2857.019999999975,-2836.949999999979,-20.06999999999607,125.371177,125.93455300000004,-3108.325729999975,-0.04131669859695372,signal
94,PB-AG,PB,AG,open_long,0.4807283399262014,-2.834270195956407,2024-11-01,2024-11-05,4,1,2,0.4807283399262014,0.5,16826.296,7992.538,16782.078,8015.142,38867.1144,899.2099999999937,678.1200000000081,221.0899999999856,64.781524,64.87293000000001,769.5555459999937,0.019799657316468898,signal
95,AU-ZN,AU,ZN,open_short,3.460906622348288,2.0944994454289922,2024-10-08,2024-11-07,30,31,9,3.460906622348288,3.4444444444444446,597.73,25203.67,613.6750000000001,25055.452,2359178.418,500964.81000000145,6669.80999999987,494295.0000000016,3932.7590299999997,4030.284068000001,493001.76690200146,0.2089718027006813,time_stop
96,AL-SN,AL,SN,open_long,12.504550211252967,-2.005146398411926,2024-10-29,2024-11-07,9,25,2,12.504550211252967,12.5,20790.241,253920.042,21422.257,260972.02,373012.22508,-64898.04399999995,14103.956000000006,-79001.99999999996,621.3240418,639.945233,-66159.31327479995,-0.17736499992891855,stop_loss
97,RB-NI,RB,NI,open_long,5.958486561066588,-2.1772500436892694,2024-10-29,2024-11-08,10,6,1,5.958486561066588,6.0,3426.091,124139.344,3387.991,129823.619,39582.576479999996,7970.275000000003,5684.275000000009,2285.9999999999945,65.9409608,66.62061580000001,7837.713423400003,0.19800917778457872,signal
98,PB-AG,PB,AG,open_long,0.4613675280340575,-2.0466980322392914,2024-11-07,2024-11-08,1,4,9,0.4613675280340575,0.4444444444444444,16897.081,7726.789,16916.708,7782.653,165714.3762,7149.100000000058,7541.640000000066,-392.54000000000815,276.21162699999996,277.798463,6595.089910000058,0.039797934622403976,signal
99,AG-SM,AG,SM,open_short,0.8093984372730247,2.0011418696379475,2024-11-07,2024-11-11,4,4,5,0.8093984372730247,0.8,7726.789,6493.682,7824.989,6275.877,75110.3268,11337.124999999975,5445.1249999999845,5891.999999999989,125.18987799999998,125.27925300000001,11086.655868999975,0.14760494783255257,signal
100,NI-I,NI,I,open_long,0.0059585915935713146,-2.4236504756331505,2024-11-08,2024-11-11,3,1,1,0.0059585915935713146,1.0,129823.619,775.24,128392.862,758.545,24867.31428,-238.74299999999266,-1669.500000000005,1430.7570000000123,41.469523800000005,40.8494724,-321.0619961999927,-0.012911004082906241,signal
101,AL-CU,AL,CU,open_long,3.665024087389738,-2.370843343249204,2024-11-07,2024-11-12,5,11,3,3.665024087389738,3.6666666666666665,21392.257,76547.806,20922.04,75315.248,279019.947,7373.565000000181,-18488.36999999985,25861.93500000003,464.95824500000003,456.088184,6452.518571000181,0.023125653346211052,signal
102,NI-AG,NI,AG,open_long,0.06059098756234951,-2.1917269058666484,2024-11-07,2024-11-14,7,1,10,0.06059098756234951,0.1,127494.008,7726.789,125233.68,7505.728,154331.08296000003,-30898.821999999942,-33159.14999999995,2260.3280000000086,257.3024716,250.21857599999998,-31406.34304759994,-0.2034997904844608,stop_loss
103,SS-NI,SS,NI,open_short,9.420394284728326,2.053212717551966,2024-11-08,2024-11-15,7,66,7,9.420394284728326,9.428571428571429,13642.823,129823.619,13239.319,123497.748,648738.8307599999,-88875.22300000027,44281.096999999994,-133156.32000000027,1082.1793846,1046.6919011999998,-91004.09428580028,-0.14027847566822638,signal
104,SS-ZN,SS,ZN,open_short,1.913133134316792,2.980524180105107,2024-11-27,2024-11-28,1,19,10,1.913133134316792,1.9,13084.462,25794.528,13082.359,25336.469,303849.03479999996,22703.164999999954,22902.949999999873,-199.78499999991982,506.55005800000004,501.929511,21694.685430999954,0.07139955354895193,signal
105,SS-NI,SS,NI,open_short,9.43113408803659,2.0516182062514168,2024-11-21,2024-12-02,11,66,7,9.43113408803659,9.428571428571429,13361.181,128168.978,13009.995,125942.825,636195.90912,-100308.30899999986,15583.07100000004,-115891.3799999999,1061.2745152000002,1034.9796250000002,-102404.56314019987,-0.16096388183609683,stop_loss
106,SS-ZN,SS,ZN,open_long,1.9332171049298845,-2.0820476338313187,2025-01-06,2025-01-09,3,19,10,1.9332171049298845,1.9,12827.899,24482.655,13147.932,24076.034,293214.9786,-50734.18500000008,-20331.04999999996,-30403.13500000012,488.556631,490.5710480000001,-51713.312679000075,-0.1763665448672276,stop_loss
107,AU-ZN,AU,ZN,open_long,3.830885320124811,-2.133321339663158,2025-01-06,2025-01-13,7,23,6,3.830885320124811,3.8333333333333335,626.261,24482.655,639.146,24236.162,1816977.9179999998,-303749.78999999975,-7394.789999999957,-296354.99999999977,3027.6965299999997,3085.4885719999997,-309862.97510199976,-0.1705375569137763,stop_loss
108,RB-SF,RB,SF,open_short,1.936897543481512,2.177637497624055,2025-01-09,2025-01-13,4,19,10,1.936897543481512,1.9,3207.34,6295.272,3246.41,6338.565,110866.584,5258.649999999961,-2164.6499999999833,7423.299999999945,184.83164000000002,186.74922999999998,4887.069129999961,0.04408063235717591,signal
109,PB-SM,PB,SM,open_short,0.37468506230848736,2.320036749843402,2025-01-10,2025-01-14,4,3,8,0.37468506230848736,0.375,16612.221,6261.808,16503.717,6464.763,59960.4762,-9745.76000000001,-8118.199999999997,-1627.5600000000122,99.931127,101.22925500000001,-9946.92038200001,-0.16589128393213146,stop_loss
110,SM-I,SM,I,open_long,0.12005832966426451,-2.3151226071035573,2025-01-10,2025-01-14,4,1,8,0.12005832966426451,0.125,6261.808,753.134,6464.763,778.266,75917.54879999999,19090.82499999996,20105.59999999996,-1014.7749999999996,126.763248,130.98732299999998,18833.07442899996,0.24807274110778407,signal
111,SF-SM,SF,SM,open_short,0.9757319297077482,2.5445879731529915,2025-01-10,2025-01-15,5,1,1,0.9757319297077482,1.0,6346.242,6261.808,6455.161,6698.2,7564.83,-1637.3649999999998,-2181.959999999999,544.5949999999993,12.60805,13.153360999999999,-1663.1264109999997,-0.21984980640675333,stop_loss
112,SS-SM,SS,SM,open_short,0.47421596083769024,2.730248980171826,2025-01-10,2025-01-15,5,1,2,0.47421596083769024,0.5,13106.174,6261.808,13127.676,6698.2,15376.074,-4256.410000000005,-4363.919999999998,107.50999999999294,25.629790000000003,26.524076,-4308.563866000005,-0.2802122223137067,stop_loss
113,AL-SN,AL,SN,open_short,12.306474437503496,2.1270395770678694,2025-01-08,2025-01-15,7,100,8,12.306474437503496,12.5,19764.635,251633.044,20170.559,244606.715,1426574.6222399997,259172.63200000132,56210.63199999998,202962.00000000134,2379.0763703999996,2408.426644,254385.12898560133,0.17831883801925985,signal
114,ZN-SM,ZN,SM,open_short,0.28116341859427024,3.8403131667896315,2025-01-15,2025-01-16,1,2,7,0.28116341859427024,0.2857142857142857,23559.963,6686.2,23740.634,6659.529,56361.1956,2740.1949999999624,933.4849999999778,1806.7099999999846,93.923326,94.097971,2552.173702999962,0.04528246208815276,signal
115,AG-SM,AG,SM,open_short,0.8149885023437122,2.431204267319019,2025-01-14,2025-01-16,2,4,5,0.8149885023437122,0.8,7620.622,6452.763,7874.625,6659.529,74223.1674,10071.02999999997,-5169.150000000013,15240.179999999982,123.711279,127.79314500000002,9819.52557599997,0.13229731255042035,signal
116,SN-SM,SN,SM,open_short,0.027184202238213974,7.671709799792228,2025-01-15,2025-01-16,1,1,1,0.027184202238213974,1.0,244606.715,6686.2,248066.962,6659.529,33364.5258,3593.602,133.35499999999683,3460.247000000003,55.60754299999999,56.27292140000001,3481.7215355999997,0.10435399431332543,signal
117,AL-SM,AL,SM,open_short,0.3292244498101855,2.5181961600936478,2025-01-15,2025-01-16,1,1,3,0.3292244498101855,0.3333333333333333,20200.559,6686.2,20284.901,6659.529,24157.295400000003,821.7749999999933,400.0649999999905,421.71000000000276,40.259159000000004,40.263488,741.2523529999933,0.030684409853264996,signal
118,SM-I,SM,I,open_long,0.11664227326368672,-2.0925931671242024,2025-01-15,2025-01-17,2,1,9,0.11664227326368672,0.1111111111111111,6686.2,781.296,6734.555,798.775,88233.288,15489.324999999932,15731.099999999935,-241.77500000000236,147.31948,150.514055,15191.491464999932,0.17217415115483323,signal
119,CU-SM,CU,SM,open_short,0.08883518988820722,2.2162881832239276,2025-01-15,2025-01-17,2,1,10,0.08883518988820722,0.1,75319.414,6686.2,76547.318,6734.555,85326.84839999999,3721.7699999999513,-2417.7500000000236,6139.519999999975,142.18141400000002,143.892868,3435.6957179999513,0.040265119155625015,signal
120,RB-SM,RB,SM,open_short,1.8799690652371914,3.6908269351277845,2025-01-10,2025-01-21,11,15,8,1.8799690652371914,1.875,3204.536,6261.808,3353.535,6613.926,87713.12640000001,8265.129999999954,-14084.720000000016,22349.84999999997,146.230544,153.517458,7965.3819979999535,0.0908117442043424,signal
121,RB-SF,RB,SF,open_long,1.9218728612841234,-2.124202836534528,2025-01-20,2025-01-21,1,19,10,1.9218728612841234,1.9,3354.37,6371.929,3359.535,6419.233,114743.61000000002,1383.8500000000113,2365.2000000000044,-981.3499999999931,191.18535,191.85466,1000.8099900000113,0.008722141389834355,signal
122,HC-SM,HC,SM,open_short,1.8161961457403644,3.6793822569752543,2025-01-10,2025-01-21,11,9,5,1.8161961457403644,1.8,3314.297,6261.808,3467.942,6613.926,54565.431599999996,5025.099999999989,-8802.95000000001,13828.05,90.966386,95.492586,4838.641027999989,0.08867594163774542,signal
123,SS-SM,SS,SM,open_short,0.5162268106508667,2.3387393898737567,2025-01-20,2025-01-22,2,1,2,0.5162268106508667,0.5,12982.143,6747.176,13129.874,6718.718,15884.097000000002,1023.2350000000042,284.5800000000054,738.6549999999988,26.476495000000003,26.56731,970.1911950000042,0.061079405080440144,signal
124,NI-SM,NI,SM,open_short,0.05230750549043017,2.010301548068786,2025-01-15,2025-01-24,9,1,10,0.05230750549043017,0.1,127939.188,6686.2,123878.296,6871.636,55502.30256,-13332.692000000023,-9271.80000000003,-4060.8919999999925,92.4498376,93.4920192,-13518.633856800023,-0.2435688833303067,stop_loss
125,HC-ZN,HC,ZN,open_long,7.167052883478676,-2.8887425157469555,2025-01-14,2025-01-27,13,43,6,7.167052883478676,7.166666666666667,3406.319,24028.457,3491.332,23635.679,262369.30559999996,-48338.92999999992,-11783.339999999953,-36555.58999999997,437.114176,442.068626,-49218.11280199992,-0.18759097101486527,stop_loss
126,SS-SM,SS,SM,open_short,0.5228554369793471,2.3052883949427834,2025-01-24,2025-02-06,13,1,2,0.5228554369793471,0.5,13030.294,6859.636,13306.887,7265.643,16047.9396,-2677.1049999999923,-4060.069999999996,1382.9650000000038,26.749566000000005,27.838173,-2731.6927389999923,-0.17022077644160577,stop_loss
127,NI-AG,NI,AG,open_short,0.06500940483003002,7.624667248331013,2025-02-05,2025-02-06,1,1,10,0.06500940483003002,0.1,123510.824,8116.313,127546.613,8058.335,160965.33288000003,12732.489000000014,8696.70000000001,4035.7890000000043,268.19155480000006,267.2593726,12197.038072600015,0.0757743164591405,signal
128,SS-AG,SS,AG,open_short,0.6041768938892135,2.791148285116825,2025-02-05,2025-02-06,1,3,5,0.6041768938892135,0.6,13260.96,8116.313,13306.887,8058.335,96916.54500000001,5037.255000000027,4348.350000000005,688.9050000000225,161.52757500000004,160.795686,4714.931739000027,0.048649399738713614,signal
