trade_id,pair,symbol_x,symbol_y,direction,beta,z_score_open,open_date,close_date,holding_days,lots_x,lots_y,theoretical_ratio,actual_ratio,open_price_x,open_price_y,close_price_x,close_price_y,margin_occupied,gross_pnl,y_pnl,x_pnl,open_commission,close_commission,net_pnl,return_on_margin,close_reason
24,SS-ZN,SS,ZN,open_short,1.5955782839426638,2.499832514028127,2024-08-09,2024-08-16,7,8,5,1.5955782839426638,1.6,13875.53,22518.501,13646.276,23238.735,134131.04700000002,-27176.010000000042,-18005.85000000001,-9170.160000000033,223.59674500000003,225.36388300000002,-27624.970628000043,-0.20595508083971073,stop_loss
25,PB-I,PB,I,open_short,0.04250304690508066,2.092307109641803,2024-08-21,2024-08-22,1,1,1,0.04250304690508066,1.0,17484.847,741.266,17307.284,733.058,19395.1002,-67.0150000000126,820.799999999997,-887.8150000000096,32.31016700000001,31.968444,-131.29361100001262,-0.006769421639802233,signal
26,PB-HC,PB,HC,open_short,0.19052014580485627,2.203508992236726,2024-08-21,2024-08-23,2,1,5,0.19052014580485627,0.2,17484.847,3332.299,17251.46,3242.578,30493.7022,3319.114999999988,4486.05,-1166.9350000000122,50.807837,49.67724,3218.629922999988,0.1055506445852281,signal
27,SS-HC,SS,HC,open_short,0.23662557304274806,2.107602981669252,2024-08-20,2024-08-26,6,1,4,0.23662557304274806,0.25,13684.938,3234.84,13801.677,3352.149,23743.5948,-4108.664999999992,-4692.35999999999,583.6949999999979,39.563658000000004,40.618869,-4188.847526999992,-0.1764201066554586,stop_loss
28,CU-SN,CU,SN,open_short,3.4169167968254284,2.493033345141398,2024-08-09,2024-08-26,17,24,7,3.4169167968254284,3.4285714285714284,71852.399,257246.133,75127.742,266226.433,1250354.49732,330179.0599999991,-62862.10000000012,393041.1599999992,2084.6021622000003,2175.7828142,325918.6750235991,0.26066101711328316,signal
29,SS-I,SS,I,open_short,0.05437591632744667,2.0176208082208524,2024-08-26,2024-08-27,1,1,10,0.05437591632744667,0.1,13831.677,750.027,13906.835,760.343,98473.2462,-9940.20999999992,-10315.999999999916,375.78999999999724,163.83707700000002,165.97543499999998,-10270.02251199992,-0.10429251505674361,signal
30,AL-I,AL,I,open_short,0.03743576160994997,2.0254462232042187,2024-08-21,2024-08-28,7,1,1,0.03743576160994997,1.0,19853.128,741.266,19916.825,756.61,20816.0688,-1215.9150000000045,-1534.400000000005,318.4850000000006,34.678448,35.049025,-1285.6424730000047,-0.06176202074236056,signal
31,CU-ZN,CU,ZN,open_short,0.325034562221564,2.0757825605514792,2024-08-23,2024-08-28,5,1,3,0.325034562221564,0.3333333333333333,73569.227,23924.432,74625.551,23971.481,87214.5138,4575.885000000053,-705.734999999986,5281.620000000039,145.342523,146.539994,4284.002483000053,0.04912029312946824,signal
32,SS-RB,SS,RB,open_short,0.23747924495596717,2.7292657612492,2024-08-26,2024-08-29,3,1,4,0.23747924495596717,0.25,13831.677,3282.731,13876.407,3282.048,24061.515,250.97000000001572,27.3200000000179,223.64999999999782,40.093525,40.132791,170.74368400001572,0.007096131893607519,signal
33,HC-I,HC,I,open_long,0.22109022766485945,-2.170496035500741,2024-09-02,2024-09-03,1,2,9,0.22109022766485945,0.2222222222222222,3274.774,725.005,3212.759,701.802,86005.1976,-19642.39999999998,-20882.699999999975,1240.2999999999975,143.599996,139.175396,-19925.17539199998,-0.2316740842183703,stop_loss
34,RB-I,RB,I,open_long,0.22603571571805925,-2.2393277284317143,2024-09-02,2024-09-03,1,2,9,0.22603571571805925,0.2222222222222222,3202.761,725.005,3133.626,701.802,85832.3664,-19499.999999999978,-20882.699999999975,1382.6999999999953,143.311944,138.85886399999998,-19782.17080799998,-0.23047448925979958,stop_loss
35,HC-ZN,HC,ZN,open_short,6.400673864404637,2.135922626877082,2024-08-15,2024-09-04,20,32,5,6.400673864404637,6.4,3239.271,22798.387,3163.828,23321.549,192712.96740000002,-37220.81000000007,-13079.050000000007,-24141.760000000068,321.30527900000004,319.092737,-37861.20801600007,-0.1964642469409667,stop_loss
36,PB-RB,PB,RB,open_long,0.18208468844476694,-2.09672674215771,2024-09-03,2024-09-04,1,1,6,0.18208468844476694,0.16666666666666666,17213.956,3133.626,17113.795,3094.276,32877.8808,-1860.1950000000215,-2361.000000000022,500.8050000000003,54.817468,54.245107,-1969.2575750000215,-0.05989612247149523,signal
37,SS-ZN,SS,ZN,open_long,1.7100266766545529,-2.214444776896548,2024-09-05,2024-09-09,4,12,7,1.7100266766545529,1.7142857142857142,13478.96,22574.612,13300.486,22642.718,191906.8824,13092.149999999892,2383.709999999992,10708.4399999999,319.769804,318.10485800000004,12454.275337999892,0.06489749185774846,signal
38,PB-RB,PB,RB,open_short,0.18581464927208974,2.5355020597324307,2024-09-09,2024-09-10,1,1,5,0.18581464927208974,0.2,16468.269,3062.153,16393.211,3068.098,28262.879399999998,-672.5400000000127,-297.2500000000082,-375.2900000000045,47.089799,47.074191,-766.7039900000127,-0.027127596560455648,signal
39,PB-HC,PB,HC,open_short,0.1901029801303995,2.750108792921063,2024-09-09,2024-09-10,1,1,5,0.1901029801303995,0.2,16468.269,3134.523,16393.211,3136.933,28697.099400000003,-495.78999999999724,-120.49999999999272,-375.2900000000045,47.81349900000001,47.762541000000006,-591.3660399999973,-0.020607171190270095,signal
40,CU-ZN,CU,ZN,open_long,0.3158183882846784,-3.285892832025934,2024-09-05,2024-09-11,6,3,10,0.3158183882846784,0.3,71582.789,22574.612,73254.63,22739.324,264260.69220000005,-16842.01500000003,8235.599999999977,-25077.615000000005,440.4944870000001,447.1571300000001,-17729.666617000028,-0.067091577144518,signal
41,RB-NI,RB,NI,open_long,5.795824517404358,-2.0688392439625005,2024-09-05,2024-09-12,7,29,5,5.795824517404358,5.8,3065.476,123811.764,3175.805,124631.261,181052.0232,-27897.924999999905,4097.485000000015,-31995.40999999992,301.609372,308.827951,-28508.362322999903,-0.15745950704736397,stop_loss
