date,pair,signal,z_score,beta,S,R,delta,quality,days_held,phase,symbol_x,symbol_y,initial_beta,pvalue_1y,pvalue_5y
2024-06-21,AG-NI,warm_up,1.1210454666131375,4.0,8248034176.537903,8258831849.05188,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-24,AG-NI,warm_up,1.1326457333829667,4.0,8282426028.627848,8305197917.361284,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-25,AG-NI,warm_up,1.144289874879222,4.0,8329231246.464256,8363106817.606693,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-26,AG-NI,warm_up,1.153148108567298,4.0,8386587662.604846,8430075960.358061,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-27,AG-NI,warm_up,1.1272833008050493,4.0,8453691989.626023,8472147992.020821,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-28,AG-NI,warm_up,1.1309979737141764,4.0,8497027013.110513,8518139470.394022,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-01,AG-NI,hold,1.1460309485902822,4.0,8543254802.398435,8579301663.457755,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-02,AG-NI,hold,1.1498203456786844,4.0,8605282559.92634,8644767030.2677,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-03,AG-NI,hold,1.136681713071783,4.0,8672392361.752766,8697542329.224895,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-04,AG-NI,hold,1.1285113110249163,4.0,8725994843.912762,8742446878.268064,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-05,AG-NI,hold,1.1271047082293484,4.0,8771938501.6025,8786221822.385387,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-08,AG-NI,hold,1.1281647083713566,4.0,8816559114.326603,8831336091.445572,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-09,AG-NI,hold,1.1113367424262555,4.0,8862468369.36032,8859689843.714283,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-10,AG-NI,hold,1.0724362041712516,4.0,8891061702.686262,8849623368.634256,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-11,AG-NI,hold,1.0719371174231496,4.0,8881950580.318363,8839141667.783388,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-12,AG-NI,hold,1.0892612265175479,4.0,8871159988.674631,8845595849.944605,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-15,AG-NI,hold,1.083409384575182,4.0,8877923383.981308,8846315414.514767,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-16,AG-NI,hold,1.076857716748795,4.0,8879648758.641203,8840685573.842566,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-17,AG-NI,hold,1.0556001343177943,4.0,8874351841.2258,8814563860.450478,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
