pair,num_trades,avg_holding_days,total_pnl,avg_pnl,total_return,win_rate,sharpe_ratio,sortino_ratio,max_drawdown,stop_loss_count,stop_loss_pnl,time_stop_count,avg_lots_x,avg_lots_y,contribution
PB-HC,2,23.5,-41953.96645300226,-20976.98322650113,-0.41953966453002256,0.0,-25.887138097893747,-25.887138097893747,0.41953966453002256,1,-33193.01889300089,1,8.5,24.0,0.029597635027462533
NI-I,1,11.0,-43010.04124880001,-43010.04124880001,-0.4301004124880001,0.0,,,0.4301004124880001,1,-43010.04124880001,0,3.0,10.0,0.030342673435278845
ZN-I,5,20.8,-44267.94668500088,-8853.589337000176,-0.4426794668500088,0.4,-1.7610759369827784,-76.49474546394268,0.6119843160100067,1,-33342.70215000078,2,4.2,10.2,0.03123009908647303
PB-AG,1,10.0,-50032.13392199921,-50032.13392199921,-0.5003213392199921,0.0,,,0.5003213392199921,1,-50032.13392199921,0,8.0,6.0,0.03529661113514311
RB-AG,2,14.0,-55607.49497300056,-27803.74748650028,-0.5560749497300056,0.0,-115.80752886906522,-115.80752886906522,0.5560749497300056,1,-30067.057810999675,0,26.0,6.5,0.03922991030767128
SS-RB,3,19.666666666666668,-59588.49202100177,-19862.830673667257,-0.5958849202100177,0.0,-20.977997487436202,-20.977997487436202,0.5958849202100177,1,-34541.21652400179,1,10.333333333333334,24.666666666666668,0.04203841943407626
SM-SF,3,13.333333333333334,-60198.462236000414,-20066.154078666805,-0.6019846223600042,0.0,-58.73707083316368,-58.73707083316368,0.6019846223600042,0,0.0,0,22.666666666666668,23.333333333333332,0.04246874050565782
SS-SM,3,11.333333333333334,-66992.06469799863,-22330.688232666213,-0.6699206469799863,0.0,-19.179772531830864,-19.179772531830864,0.6699206469799863,2,-64877.896057998776,0,10.666666666666666,25.0,0.04726148319941819
SS-I,3,25.0,-69784.04113299964,-23261.347044333215,-0.6978404113299964,0.3333333333333333,-8.400320715486334,-39.9879493337797,0.764686834229997,2,-76468.68342299969,1,7.333333333333333,9.333333333333334,0.04923116345887605
SM-I,3,25.0,-79240.93730899948,-26413.64576966649,-0.7924093730899948,0.0,-30.971844548931998,-30.971844548931998,0.7924093730899948,1,-47447.09419300034,1,17.0,9.0,0.05590280347707078
PB-I,2,7.0,-83720.32147400061,-41860.160737000304,-0.837203214740006,0.0,-52.019870428803856,-52.019870428803856,0.837203214740006,2,-83720.32147400061,0,7.0,10.5,0.05906291416200486
PB-RB,3,22.0,-90179.07793000253,-30059.692643334176,-0.9017907793000253,0.0,-19.013019796480773,-19.013019796480773,0.9017907793000253,2,-89800.44175600166,1,8.333333333333334,25.666666666666668,0.06361943008833947
AL-SM,3,11.333333333333334,-93529.585702999,-31176.528567666333,-0.93529585702999,0.0,-21.471948104918855,-21.471948104918855,0.9352958570299902,2,-80403.38453299827,0,6.333333333333333,23.333333333333332,0.0659831423807854
ZN-SM,3,14.0,-106261.8759690004,-35420.62532300013,-1.0626187596900039,0.0,-23.582887479278998,-23.582887479278998,1.0626187596900039,2,-80924.22551399888,0,6.0,25.0,0.07496550357847986
PB-SM,4,23.25,-109012.17061400283,-27253.042653500706,-1.0901217061400283,0.0,-17.041203159913156,-17.041203159913156,1.0901217061400283,2,-77573.97808600089,0,9.0,27.0,0.07690577821763599
HC-SM,4,16.0,-114618.75849600192,-28654.68962400048,-1.1461875849600192,0.0,-16.678316355087468,-16.678316355087468,1.1461875849600192,3,-95438.62106800123,1,19.0,20.0,0.08086110725825708
RB-SM,4,15.0,-141261.41143599752,-35315.35285899938,-1.4126141143599753,0.0,7.777138008253409,1273.5172710154106,1.4126141143599753,4,-141261.41143599752,0,25.25,24.75,0.0996569347937704
