date,kalman_beta,ols_beta,beta_diff
2024-03-21,0.8410076743188758,1.2532341032585506,0.41222642893967476
2024-03-22,0.8449239656519554,1.2749554019250073,0.43003143627305196
2024-03-25,0.8527846067502459,1.3240253579476435,0.4712407511973976
2024-03-26,0.8505558919038861,1.4009535359855365,0.5503976440816504
2024-03-27,0.8530926915960376,1.4722006020210525,0.6191079104250149
2024-03-28,0.8561110870275962,1.4887415636640997,0.6326304766365035
2024-03-29,0.8659263685298855,1.5698513416393611,0.7039249731094757
2024-04-01,0.8546538389196416,1.5929655052001763,0.7383116662805347
2024-04-02,0.8580877469888613,1.5874542536025693,0.729366506613708
2024-04-03,0.8748322560854386,1.5916878505870364,0.7168555945015979
2024-04-08,0.8729496939252156,1.5950743471724322,0.7221246532472166
2024-04-09,0.879399354264836,1.5770505005175937,0.6976511462527577
2024-04-10,0.872503989952619,1.5782863913121468,0.7057824013595277
2024-04-11,0.8730088215686943,1.566228075749018,0.6932192541803236
2024-04-12,0.879629260774185,1.5399807196555624,0.6603514588813774
2024-04-15,0.8879645803291121,1.508403868754931,0.620439288425819
2024-04-16,0.889717960113193,1.471731798192131,0.5820138380789379
2024-04-17,0.8848470578656449,1.420189610854621,0.5353425529889762
2024-04-18,0.9117776411872796,1.286903493876628,0.3751258526893484
2024-04-19,0.9172184993813036,1.1567993802032925,0.23958088082198892
2024-04-22,0.9712833798594274,0.8665007264630411,0.10478265339638626
2024-04-23,0.9723136254214553,0.6792114773489605,0.2931021480724948
2024-04-24,1.064176097686295,0.38416356531827095,0.6800125323680242
2024-04-25,1.1168030107655051,0.2205379773664663,0.8962650333990388
2024-04-26,1.1642224711090952,0.138055653379852,1.0261668177292431
2024-04-29,1.271756594345705,0.07954857829179793,1.192208016053907
2024-04-30,1.3002747554412348,0.050437611481360924,1.2498371439598739
2024-05-06,1.2799762833461648,0.04602113156282557,1.2339551517833391
2024-05-07,1.3245635018004767,0.041443116225824805,1.2831203855746518
2024-05-08,1.3912053912650055,0.03391267244796221,1.3572927188170434
