date,pair,signal,z_score,beta,S,R,delta,quality,days_held,phase,symbol_x,symbol_y,initial_beta,pvalue_1y,pvalue_5y
2024-05-17,AG-NI,warm_up,0.1889237310765811,4.0,2841481682.9242654,18445692.802605327,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-20,AG-NI,warm_up,4.619549464797935,4.0,36714353.4446807,28942457.244573418,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-21,AG-NI,warm_up,4.58025825250846,4.0,38366566.48169689,39524928.29818974,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-22,AG-NI,warm_up,4.016562293066252,4.0,46974652.90917083,52318174.95646843,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-23,AG-NI,warm_up,3.0367331485011837,4.0,58132676.434524216,68014046.94717412,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-24,AG-NI,warm_up,2.8596719898946303,4.0,73410401.57381888,85704704.88939804,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-27,AG-NI,warm_up,2.548555496406552,4.0,90916848.46904714,102354102.0151509,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-28,AG-NI,warm_up,2.4704297911247846,4.0,107626245.50945985,120592684.58525234,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-29,AG-NI,warm_up,2.2686730716529917,4.0,126028424.17107148,137823174.4924406,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-30,AG-NI,warm_up,1.8169664286733138,4.0,142803411.03214866,148339427.46169397,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-31,AG-NI,warm_up,1.781499832398591,4.0,153205158.01239485,158937792.4712781,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-03,AG-NI,warm_up,1.4828345789948423,4.0,163428146.05483088,164798029.27548242,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-04,AG-NI,warm_up,1.3554975611033613,4.0,169400080.3264135,168788650.32884067,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-05,AG-NI,warm_up,1.0826763075001067,4.0,173014866.3252633,168932506.5425224,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-06,AG-NI,warm_up,1.0641644052586705,4.0,173425895.64004543,168852651.2832897,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-07,AG-NI,warm_up,0.9935950760764692,4.0,173525076.2294089,167923063.6396876,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-11,AG-NI,warm_up,0.9232729906019594,4.0,171976445.956509,166190486.70653737,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-12,AG-NI,warm_up,0.921275681391296,4.0,170316045.84352478,164457756.05207333,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
