date,kalman_beta,ols_beta,z_score,R,r_bar,q_beta
2021-04-19,1.1677914486612921,0.5095580791690829,-0.028738880208509385,0.0013536362396595369,0.736958547469414,0.0016052051061458009
2021-04-20,1.1677805078203982,0.5145929413505473,-0.00027306896212943077,0.0013394491277489544,0.7332737551049002,0.0016052051061458009
2021-04-21,1.1668003849915531,0.5190627311349615,-0.024462459317110198,0.0013254107072951063,0.7296103783889549,0.0016052051061458009
2021-04-22,1.1658713331070678,0.5236876365021648,-0.023187463914501612,0.0013115194199012276,0.7259650147894241,0.0016052051061458009
2021-04-23,1.16431698359262,0.5255653446092615,-0.038793286674383295,0.0012977737235037074,0.722342714310932,0.0016052051061458009
2021-04-26,1.1664922418036785,0.5252911155405673,0.05429096028809975,0.0012841720922009054,0.7187457382812223,0.0016052051061458009
2021-04-27,1.166583910090756,0.5399909479723048,0.0022878519454287627,0.0012707130160837623,0.7151520357611489,0.0016052051061458009
2021-04-28,1.1668967410672038,0.5464416031720633,0.007807857016844929,0.0012573950010681858,0.7115765803954991,0.0016052051061458009
2021-04-29,1.1650792676637145,0.5422533454710272,-0.04535994102511069,0.0012442165687291935,0.7080289851147706,0.0016052051061458009
2021-04-30,1.1621455150400402,0.5156433723220657,-0.07322130528559173,0.001231176256136793,0.7045156469869354,0.0016052051061458009
2021-05-06,1.1608178194957068,0.4771657937717145,-0.03313629199876662,0.0012182726156935836,0.7009985588212378,0.0016052051061458009
2021-05-07,1.15975996001804,0.4435572422983558,-0.026401651226341562,0.0012055042149740594,0.697497051263069,0.0016052051061458009
2021-05-10,1.158263916493466,0.41053532418290495,-0.03733754186438992,0.001192869636565596,0.6940165364669161,0.0016052051061458009
2021-05-11,1.1597039266008204,0.3800405560532151,0.035941777395806895,0.0011803674779111053,0.6905529128413933,0.0016052051061458009
2021-05-12,1.1595586057324574,0.3552855940185474,-0.0036269875284347225,0.0011679963511533372,0.687100214052379,0.0016052051061458009
2021-05-13,1.159078956373697,0.32184667013014573,-0.01197164271775737,0.0011557548829808154,0.6836654295832638,0.0016052051061458009
2021-05-14,1.161264882936652,0.2892214492962865,0.05455902062130616,0.0011436417144753866,0.6802619858690032,0.0016052051061458009
2021-05-17,1.1606149828937962,0.26394822931164497,-0.016220125041068473,0.0011316555009613677,0.6768619914019399,0.0016052051061458009
2021-05-18,1.1641305445171755,0.2682911049614311,0.08774326909848218,0.0011197949118562746,0.6735161758512906,0.0016052051061458009
2021-05-19,1.1647740860145828,0.27861459869808264,0.016062396029187527,0.0011080586305231143,0.6701498849748652,0.0016052051061458009
2021-05-20,1.1645323212123768,0.2919862578057926,-0.006034178695698079,0.001096445354124226,0.6667993176065534,0.0016052051061458009
2021-05-21,1.1668489796419086,0.30879427239206614,0.05782241685835813,0.0010849537934766542,0.6634820381779774,0.0016052051061458009
2021-05-24,1.16953415869318,0.3209917904528592,0.06702154121362902,0.0010735826729090373,0.6601870874220207,0.0016052051061458009
2021-05-25,1.1677188371905074,0.3231308843930609,-0.0453069387159391,0.0010623307301199955,0.6568964155783896,0.0016052051061458009
2021-05-26,1.1694881621039288,0.3251979625138958,0.044160487818279116,0.0010511967160380042,0.6536216842439193,0.0016052051061458009
2021-05-27,1.169047844333117,0.3281329288258721,-0.010989504857530464,0.0010401793946827346,0.6503541796687847,0.0016052051061458009
2021-05-28,1.169783066233779,0.3357778114143525,0.01834987987939287,0.0010292775430278487,0.6471040923608987,0.0016052051061458009
2021-05-31,1.1681606551707047,0.34891874498109443,-0.040492731117489224,0.0010184899508652318,0.643876770205461,0.0016052051061458009
2021-06-01,1.168591747360393,0.3599935718108368,0.01075944465998749,0.001007815420670648,0.6406579651826807,0.0016052051061458009
2021-06-02,1.1705887388244356,0.3578376709145132,0.04984325342050168,0.0009972527674708036,0.637467097106325,0.0016052051061458009
2021-06-03,1.170662595339177,0.35553940722785426,0.0018433866888172992,0.000986800818711804,0.6342797786111658,0.0016052051061458009
2021-06-04,1.169952406919872,0.35022770529059044,-0.01772556812432145,0.0009764584141289894,0.6311099506969367,0.0016052051061458009
2021-06-07,1.1684642463345245,0.34606314294548984,-0.03714213666393078,0.0009662244056181341,0.6279612986350318,0.0016052051061458009
2021-06-08,1.1700044065812363,0.3375916486258278,0.03844091252971007,0.0009560976571079965,0.6248288806606372,0.0016052051061458009
2021-06-09,1.169943675905174,0.3395513809443327,-0.0015157453989948228,0.0009460770444342043,0.6217047477447546,0.0016052051061458009
2021-06-10,1.1684361355502382,0.34484329029674543,-0.037626186106719466,0.0009361614552144616,0.6186033026554355,0.0016052051061458009
2021-06-11,1.1653067409184537,0.35043523696449175,-0.07810167179758223,0.0009263497887250643,0.6155407854978462,0.0016052051061458009
2021-06-15,1.1654885380312738,0.34841981950728906,0.004537501191290456,0.0009166409557787091,0.6124631845149423,0.0016052051061458009
