date,pair,signal,z_score,innovation,beta,days_held,reason,phase,delta,R,P,symbol_x,symbol_y,beta_initial,beta_window_used
2024-02-08,AU-ZN,warm_up,0.0,0.0,0.7673838053319708,0,ols_warmup,warm_up,0.96,0.0005595973378103715,0.15805720583963082,AU,ZN,-0.306369,1y
2024-02-19,AU-ZN,warm_up,0.0,0.0,0.7673838053319708,0,ols_warmup,warm_up,0.96,0.0005595973378103715,0.15805720583963082,AU,ZN,-0.306369,1y
2024-02-20,AU-ZN,warm_up,0.0,0.0,0.7673838053319708,0,ols_warmup,warm_up,0.96,0.0005595973378103715,0.15805720583963082,AU,ZN,-0.306369,1y
2024-02-21,AU-ZN,warm_up,0.0,0.0,0.7673838053319708,0,ols_warmup,warm_up,0.96,0.0005595973378103715,0.15805720583963082,AU,ZN,-0.306369,1y
2024-02-22,AU-ZN,warm_up,0.0,0.0,0.7673838053319708,0,ols_warmup,warm_up,0.96,0.0005595973378103715,0.15805720583963082,AU,ZN,-0.306369,1y
2024-02-23,AU-ZN,warm_up,0.0,0.0,0.7673838053319708,0,ols_warmup,warm_up,0.96,0.0005595973378103715,0.15805720583963082,AU,ZN,-0.306369,1y
2024-02-26,AU-ZN,warm_up,0.0,0.0,0.7673838053319708,0,ols_warmup,warm_up,0.96,0.0005595973378103715,0.15805720583963082,AU,ZN,-0.306369,1y
2024-02-27,AU-ZN,warm_up,0.0,0.0,0.7673838053319708,0,ols_warmup,warm_up,0.96,0.0005595973378103715,0.15805720583963082,AU,ZN,-0.306369,1y
2024-02-28,AU-ZN,warm_up,0.0,0.0,0.7673838053319708,0,ols_warmup,warm_up,0.96,0.0005595973378103715,0.15805720583963082,AU,ZN,-0.306369,1y
2024-02-29,AU-ZN,warm_up,0.0,0.0,0.7673838053319708,0,ols_warmup,warm_up,0.96,0.0005595973378103715,0.15805720583963082,AU,ZN,-0.306369,1y
2024-03-01,AU-ZN,warm_up,0.0,0.0,0.7673838053319708,0,ols_warmup,warm_up,0.96,0.0005595973378103715,0.15805720583963082,AU,ZN,-0.306369,1y
