pair,direction,open_date,close_date,holding_days,net_pnl,gross_pnl,open_commission,close_commission,total_commission,return_pct,close_reason,margin_released
HC-I,short,2024-10-17,2024-10-21,4,7461.188246001822,8074.9100000018225,302.92054599999983,310.8012080000002,613.721754,0.0410514040976817,signal,181752.32759999987
PB-HC,long,2024-10-17,2024-10-21,4,22720.409441001033,23525.025000001035,399.59827699999994,405.01728200000014,804.6155590000001,0.09476354440921442,signal,239758.96619999994
SS-HC,long,2024-10-17,2024-10-21,4,21684.967875002007,22436.325000002005,372.3345629999997,379.0225620000002,751.357125,0.09706757501586918,signal,223400.73779999983
SN-SF,short,2024-10-25,2024-10-28,3,20595.197617402242,21404.53700000224,402.33974759999984,406.9996350000003,809.3393826000001,0.08531428865055313,signal,241403.84855999987
SS-SF,short,2024-10-25,2024-10-28,3,-1416.9487979997248,-688.649999999725,363.4875839999998,364.8112139999999,728.2987979999997,-0.006497006868877103,signal,218092.55039999986
SM-SF,short,2024-10-25,2024-10-28,3,-832.3272359999489,-153.49999999994907,338.51416799999987,340.313068,678.8272359999999,-0.004097943870993061,signal,203108.50079999992
CU-ZN,short,2024-10-24,2024-10-29,5,27553.522565998162,28266.86999999816,360.6453500000001,352.70208400000007,713.3474340000002,0.12733433998247012,signal,216387.21000000005
AG-SF,short,2024-10-25,2024-10-29,4,13529.591808000483,14251.120000000483,360.79454399999986,360.73364799999996,721.5281919999998,0.06249905952014844,signal,216476.7263999999
CU-SF,short,2024-10-25,2024-10-29,4,583.8537679986287,1247.9999999986285,331.97747200000003,332.1687599999998,664.1462319999998,0.0029311917084875196,signal,199186.48320000002
AU-ZN,short,2024-10-24,2024-10-31,7,29645.465611999112,30204.319999999112,280.22422600000004,278.6301620000001,558.8543880000002,0.17631990659270072,signal,168134.5356
CU-AL,short,2024-11-07,2024-11-13,6,9110.076206999354,9556.114999999354,226.3686049999999,219.67018800000008,446.03879299999994,0.06707405536646273,signal,135821.16299999994
PB-AL,long,2024-11-12,2024-11-14,2,-13314.21354899968,-12744.94499999968,286.22566,283.0428890000001,569.2685490000001,-0.07752748623236459,signal,171735.39599999998
AU-AL,short,2024-11-07,2024-11-14,7,21297.57752999895,21959.34999999895,336.83756999999986,324.9349000000001,661.7724699999999,0.10538005766399,signal,202102.5419999999
AU-AL,long,2024-11-18,2024-11-27,9,-12146.773899999947,-11491.599999999948,325.75530999999995,329.41858999999994,655.1738999999999,-0.06214671732186525,signal,195453.18599999996
PB-NI,short,2024-12-12,2024-12-13,1,-1316.71514299935,-484.7549999993498,416.79769900000014,415.16244400000016,831.9601430000002,-0.005265204783033722,signal,250078.61940000005
AL-SN,short,2025-01-06,2025-01-07,1,-92.33322780016033,538.3369999998395,314.4202206,316.25000719999986,630.6702277999998,-0.0004894364386190092,signal,188652.13236
CU-AL,long,2025-01-06,2025-01-07,1,-2478.8393720003137,-2055.2900000003137,210.97505800000002,212.574314,423.549372,-0.019582404633508178,signal,126585.0348
AU-ZN,long,2025-01-03,2025-01-13,10,-25795.56896599972,-25199.489999999718,298.52163200000007,297.5573339999999,596.078966,-0.14401842390883374,stop_loss,179112.9792
ZN-SM,short,2025-01-15,2025-01-17,2,28514.01848899968,29334.52499999968,406.22299300000003,414.2835180000002,820.5065110000003,0.11698836591539959,signal,243733.7958
SS-SM,short,2025-01-20,2025-01-21,1,23754.294696,24541.08,392.24954399999984,394.5357599999998,786.7853039999997,0.1009318984957189,signal,235349.72639999987
AU-SS,long,2025-01-20,2025-01-22,2,-10715.35043399996,-10148.68999999996,282.00188599999996,284.65854799999994,566.6604339999999,-0.06332907074954788,signal,169201.13159999996
PB-SS,long,2025-01-20,2025-01-22,2,16931.527565000375,17752.075000000375,408.0556499999999,412.491785,820.547435,0.06915530420503666,signal,244833.38999999993
AU-ZN,long,2025-02-05,2025-02-06,1,16086.405528000934,16729.480000000935,320.14528799999994,322.9291840000001,643.074472,0.08374533964717158,signal,192087.17279999994
AU-AL,long,2025-02-05,2025-02-06,1,5876.229150000115,6550.450000000114,336.7063799999999,337.51446999999996,674.2208499999999,0.02908681222494268,signal,202023.82799999992
CU-SM,long,2025-02-11,2025-02-12,1,-28533.707535001286,-27717.015000001287,411.2158739999999,405.4766609999999,816.6925349999999,-0.11564772235665725,stop_loss,246729.52439999994
AU-AG,long,2025-02-11,2025-02-12,1,3209.5864799999827,3674.9599999999828,233.17226399999998,232.2012559999999,465.37351999999987,0.02294145413452765,signal,139903.35839999997
AL-SM,long,2025-02-11,2025-02-17,6,-20824.26277600065,-20202.12000000065,313.33932000000016,308.8034560000001,622.1427760000003,-0.11076523886841821,signal,188003.5920000001
PB-SM,long,2025-02-11,2025-02-17,6,-25500.046600000103,-24905.500000000102,298.58362600000027,295.96297400000014,594.5466000000004,-0.14233894281485754,signal,179150.17560000013
AU-SN,short,2025-03-14,2025-03-17,3,8620.685055599382,9128.197999999382,254.4896919999999,253.02325240000013,507.51294440000004,0.05645732961946049,signal,152693.81519999992
RB-SN,short,2025-03-14,2025-03-18,4,48106.1886863979,48865.6319999979,384.68021999999974,374.76309360000016,759.4433135999999,0.20842501635253446,signal,230808.13199999984
HC-SN,short,2025-03-14,2025-03-18,4,47906.00790239769,48669.43199999769,386.6509919999997,376.7731056000002,763.4240975999999,0.20649978444642456,signal,231990.59519999978
AU-NI,long,2025-03-18,2025-03-19,1,13719.81748399869,14524.81999999869,399.6171760000002,405.38533999999987,805.002516,0.05722066979756431,signal,239770.30560000008
PB-NI,long,2025-03-18,2025-03-19,1,12884.728742999212,13724.794999999212,417.19804400000015,422.86821299999974,840.066257,0.051473270821467895,signal,250318.82640000008
AG-NI,long,2025-03-18,2025-03-21,3,3035.491721999387,3702.4399999993875,334.45745300000004,332.49082500000014,666.9482780000002,0.015126446800989598,signal,200674.4718
SM-NI,long,2025-03-18,2025-03-21,3,834.8947723994822,1667.3799999994826,417.2492428000001,415.2359848000002,832.4852276000004,0.0033349162673003423,signal,250349.54568000004
AL-SN,short,2025-03-14,2025-03-21,7,3276.6043899986526,4002.3499999986525,366.81210400000003,358.9335060000001,725.7456100000002,0.014887751132292027,signal,220087.2624
AU-ZN,long,2025-03-28,2025-04-02,5,-29708.04126400005,-29039.68000000005,334.75759999999997,333.60366399999987,668.3612639999999,-0.1479082240602357,stop_loss,200854.55999999997
AU-AL,long,2025-03-28,2025-04-02,5,-21743.656519999142,-21041.99999999914,350.57545999999996,351.0810600000001,701.65652,-0.1033712614491953,signal,210345.27599999998
AU-AG,long,2025-04-01,2025-04-02,1,-40.535371999902395,456.26000000009753,248.8300599999999,247.965312,496.79537199999993,-0.0002715063981143223,signal,149298.0359999999
CU-SN,short,2025-04-02,2025-04-08,6,-6776.883866999968,-5979.752999999968,417.74826720000016,379.3825998000001,797.1308670000003,-0.027037350796699947,signal,250648.96032000007
PB-NI,long,2025-04-07,2025-04-08,1,7977.435233799671,8671.902999999671,347.11024480000015,347.3575214,694.4677662000001,0.038304041983338526,signal,208266.14688000007
SS-I,short,2025-04-07,2025-04-08,1,6332.309020001788,7137.900000001788,406.99929999999995,398.59168000000005,805.59098,0.025930875966296868,signal,244199.57999999993
AU-CU,long,2025-04-07,2025-04-09,2,-26818.268667999888,-26237.75999999989,290.76491,289.7437579999999,580.508668,-0.15372251915358867,stop_loss,174458.94599999997
RB-SN,long,2025-04-07,2025-04-09,2,-103387.23726100018,-102569.97100000018,418.80612759999985,398.4601333999998,817.2662609999996,-0.4114363442796653,stop_loss,251283.67655999988
HC-SN,long,2025-04-07,2025-04-09,2,-103061.60042500014,-102240.55100000014,420.66476759999995,400.3846573999998,821.0494249999997,-0.4083283109770635,stop_loss,252398.86055999994
AU-AL,long,2025-04-07,2025-04-09,2,-31573.595050000113,-30894.750000000113,340.30880000000013,338.53625,678.8450500000001,-0.15463208244002752,stop_loss,204185.28000000006
PB-SS,long,2025-04-07,2025-04-09,2,-34104.32899499886,-33295.97499999886,408.32132499999983,400.03267,808.3539949999998,-0.13920543661293744,stop_loss,244992.79499999987
SM-NI,long,2025-04-07,2025-04-09,2,4509.42573839946,4973.92199999946,232.39102060000013,232.10524099999992,464.4962616,0.03234079158736264,signal,139434.61236000006
SM-AG,long,2025-04-07,2025-04-09,2,24745.88898199979,25354.30999999979,303.1672940000002,305.25372399999986,608.421018,0.13604088936893358,signal,181900.3764000001
AU-HC,long,2025-04-07,2025-04-09,2,18599.600523999907,19204.579999999907,300.54527999999993,304.43419599999993,604.9794759999999,0.10314364014189982,signal,180327.16799999995
AU-SS,long,2025-04-07,2025-04-10,3,-56470.644766000056,-55833.47000000006,313.53192999999993,323.64283599999993,637.1747659999999,-0.30018550670952965,stop_loss,188119.15799999997
AU-NI,long,2025-04-07,2025-04-10,3,730.7241719983031,1504.419999998303,381.3330720000001,392.3627559999998,773.6958279999999,0.0031937267166724306,signal,228799.84320000003
CU-ZN,short,2025-04-07,2025-04-10,3,10833.579292999484,11535.594999999485,349.01054699999986,353.0051599999999,702.0157069999998,0.05173472734144187,signal,209406.3281999999
AU-I,long,2025-04-08,2025-04-10,2,50842.78504000018,51486.000000000175,316.38687999999996,326.82807999999994,643.2149599999999,0.26783024336112476,signal,189832.12799999997
AG-NI,long,2025-04-07,2025-04-11,4,12871.367399597815,13731.473999997816,424.3264208000003,435.78017959999966,860.1066003999999,0.0505560765197812,signal,254595.85248000015
SF-NI,long,2025-04-07,2025-04-11,4,10616.5380037993,11211.6769999993,295.2546524000001,299.88434379999984,595.1389962,0.05992870853178184,signal,177152.79144000006
AG-SN,long,2025-04-09,2025-04-11,2,-14404.587468000054,-13616.908000000054,389.9763127999998,397.7031551999999,787.6794679999997,-0.06156180514561782,signal,233985.78767999986
SM-I,long,2025-04-08,2025-04-11,3,15242.86011599999,16070.57999999999,411.4575599999999,416.262324,827.7198839999999,0.06174334689584995,signal,246874.5359999999
RB-NI,long,2025-04-07,2025-04-11,4,31872.162719597975,32718.993999997976,419.9757408000001,426.8555395999997,846.8312803999997,0.12648414191291774,signal,251985.44448000003
AU-RB,long,2025-04-07,2025-04-11,4,77555.26932399994,78170.97999999994,300.01424,315.6964359999999,615.7106759999999,0.4308421567145166,signal,180008.54399999997
CU-SM,short,2025-04-07,2025-04-11,4,27261.121236000836,28031.880000000838,383.7989880000001,386.9597760000004,770.7587640000005,0.1183828083986542,signal,230279.39280000006
SS-SM,short,2025-04-07,2025-04-14,7,-16436.73321999924,-15851.499999999241,294.4880599999999,290.74516000000006,585.23322,-0.09302433302954764,signal,176692.83599999995
AU-ZN,long,2025-04-16,2025-04-18,2,-5817.668119999083,-5062.7999999990825,375.8801399999999,378.9879799999998,754.8681199999997,-0.02579575907716701,signal,225528.08399999994
AU-AL,long,2025-04-22,2025-04-24,2,45495.26647000039,46216.65000000039,363.68589999999983,357.6976300000001,721.38353,0.20849156955677234,signal,218211.5399999999
AU-ZN,short,2025-04-23,2025-04-28,5,-6848.953280000107,-6086.8000000001075,381.40735999999987,380.74591999999996,762.1532799999998,-0.029928426481684877,signal,228844.41599999988
SF-NI,short,2025-05-06,2025-05-07,1,1167.9969829986526,1790.0469999986526,310.8875881999999,311.16242880000016,622.050017,0.006261625462766185,signal,186532.55291999996
AG-SF,long,2025-05-06,2025-05-07,1,-4237.529672998129,-3449.744999998129,393.4779810000002,394.3066919999999,787.7846730000001,-0.017949033480978642,signal,236086.78860000012
RB-SF,long,2025-05-06,2025-05-07,1,-4075.193730000406,-3282.350000000406,395.49678,397.34695,792.84373,-0.017173311878798805,signal,237298.06799999997
CU-SF,long,2025-05-06,2025-05-07,1,-7736.196770000521,-6909.700000000521,412.6357299999998,413.8610399999999,826.4967699999997,-0.03124707907222239,signal,247581.43799999988
SN-SF,long,2025-05-06,2025-05-07,1,-2718.106136198162,-1910.6009999981616,403.5031490000003,404.00198719999986,807.5051362000002,-0.011227116578620805,signal,242101.88940000013
SS-SF,long,2025-05-06,2025-05-07,1,-445.91473200004793,267.97999999995227,356.81272800000016,357.0820040000001,713.8947320000002,-0.002082860732479475,signal,214087.63680000007
SM-SF,long,2025-05-06,2025-05-07,1,-2661.1339919993884,-1871.6399999993882,393.85296000000017,395.641032,789.4939920000002,-0.011261114604798145,signal,236311.77600000007
AU-SF,long,2025-05-06,2025-05-08,2,11193.237532000006,11850.700000000006,329.85016400000006,327.6123040000001,657.4624680000002,0.05655718238984012,signal,197910.09840000002
AU-ZN,short,2025-05-12,2025-05-13,1,236.12960200093698,946.050000000937,356.113204,353.807194,709.920398,0.0011051242477047507,signal,213667.92239999995
CU-AL,long,2025-05-07,2025-05-19,12,22265.42924200034,22696.500000000342,213.2327459999999,217.8380120000001,431.070758,0.17403072198238845,signal,127939.64759999994
AU-AL,long,2025-05-07,2025-05-20,13,78049.31340000016,78755.90000000015,354.9619099999999,351.62469,706.5865999999999,0.3664680218787427,signal,212977.14599999992
PB-SM,short,2025-05-22,2025-05-28,6,36382.57690000145,37148.54000000145,386.69667599999974,379.26642400000003,765.9630999999997,0.1568092821327203,signal,232018.0055999998
RB-SF,long,2025-05-29,2025-06-03,5,-32968.238632999004,-32137.214999999007,420.66167,410.3619630000001,831.0236330000001,-0.13062056352396373,stop_loss,252397.002
SM-SF,long,2025-05-29,2025-06-03,5,-42977.08263999961,-42137.35999999961,425.32214399999987,414.4004960000002,839.7226400000001,-0.16840992663355436,stop_loss,255193.2863999999
AG-SF,long,2025-06-03,2025-06-04,1,32.95340100173371,828.5550000017338,397.2979920000002,398.3036069999999,795.6015990000001,0.00013823964910169868,signal,238378.7952000001
AU-AL,long,2025-06-03,2025-06-05,2,3597.2189999996326,4308.799999999633,355.0528200000001,356.52818,711.5810000000001,0.01688583968999144,signal,213031.69200000007
CU-SF,long,2025-05-29,2025-06-06,8,-25690.326609999793,-24855.449999999793,415.8131599999999,419.0634499999999,834.8766099999998,-0.1029722364166308,signal,249487.89599999995
CU-ZN,long,2025-06-09,2025-06-12,3,5315.901397002428,6023.255000002428,353.50224399999996,353.85135900000006,707.353603,0.02506302523406532,signal,212101.34639999995
PB-SS,long,2025-06-10,2025-06-12,2,9028.659291998023,9764.579999998023,366.48881200000017,369.43189599999994,735.9207080000001,0.04105927655620594,signal,219893.28720000008
CU-ZN,long,2025-07-01,2025-07-02,1,-3194.3057629994482,-2473.2749999994485,360.67459900000006,360.35616399999975,721.0307629999998,-0.014760792562307426,signal,216404.7594
HC-I,long,2025-07-02,2025-07-03,1,-2738.425075998925,-2248.7199999989252,243.896766,245.8083099999999,489.7050759999999,-0.01871300660596517,signal,146338.0596
AG-SF,short,2025-07-02,2025-07-03,1,39080.6057719998,39913.639999999796,412.8596030000002,420.174625,833.0342280000002,0.15776390443637803,signal,247715.76180000012
CU-SF,short,2025-07-02,2025-07-03,1,-614.7101479975769,71.18000000242318,342.95667999999984,342.93346800000023,685.8901480000001,-0.002987307065514209,signal,205774.00799999986
SN-SF,short,2025-07-02,2025-07-03,1,-998.2548939984338,-170.68799999843395,414.0012827999998,413.5656112,827.5668939999998,-0.004018727056620747,signal,248400.76967999985
SM-SF,short,2025-07-02,2025-07-03,1,5839.303725002313,6661.575000002313,412.46034000000026,409.8109349999998,822.2712750000001,0.023595414955541787,signal,247476.2040000001
AG-SF,short,2025-07-10,2025-07-14,4,58227.40241500015,59079.34500000015,420.8792380000001,431.0633470000002,851.9425850000002,0.23057842233516612,signal,252527.54280000005
RB-SF,short,2025-07-10,2025-07-14,4,17504.764599999777,18311.399999999776,404.9545600000002,401.6808400000002,806.6354000000003,0.0720441514886665,signal,242972.7360000001
AU-SF,short,2025-07-10,2025-07-14,4,16449.046032000588,17093.600000000588,320.69914399999993,323.85482400000006,644.5539679999999,0.08548534423278968,signal,192419.48639999994
CU-SF,short,2025-07-10,2025-07-14,4,-4663.620354998791,-3824.4249999987915,420.1889199999998,419.006435,839.1953549999998,-0.018498109354393864,signal,252113.3519999999
SN-SF,short,2025-07-10,2025-07-14,4,660.752201200042,1485.3300000000418,412.60068639999986,411.97711239999984,824.5777987999998,0.002669054378642297,signal,247560.41183999987
AU-HC,short,2025-07-10,2025-07-14,4,-17726.77917200038,-17078.30000000038,322.5557559999999,325.923416,648.4791719999998,-0.0915954262286796,signal,193533.45359999995
SM-SF,short,2025-07-10,2025-07-14,4,16249.757729999357,17091.149999999358,423.20262000000014,418.1896500000002,841.3922700000003,0.0639951840326483,signal,253921.57200000004
PB-HC,short,2025-07-10,2025-07-14,4,5587.6964579993,6441.209999999301,427.778892,425.7346500000002,853.5135420000001,0.0217701892359823,signal,256667.33519999997
CU-AL,long,2025-07-14,2025-07-15,1,130.21212399987542,571.6199999998753,220.8101959999999,220.59768,441.4078759999999,0.0009828359858276613,signal,132486.11759999994
SM-SF,short,2025-07-21,2025-07-22,1,-59588.53804499834,-58712.174999998344,431.2228800000001,445.1401649999998,876.3630449999998,-0.2303083502317809,stop_loss,258733.72800000003
SS-HC,short,2025-07-21,2025-07-22,1,-36527.78960000105,-35719.00000000105,400.9845399999998,407.80506000000025,808.7896000000001,-0.15182542781658145,stop_loss,240590.72399999987
HC-I,long,2025-07-21,2025-07-23,2,-16537.446875999998,-15880.58,326.7578999999999,330.1089759999998,656.8668759999997,-0.08435117088217305,signal,196054.7399999999
AU-RB,short,2025-07-21,2025-07-23,2,-24734.9628879996,-24078.319999999603,325.93761199999994,330.7052759999999,656.6428879999999,-0.12648107069848083,signal,195562.56719999993
AG-SF,short,2025-07-21,2025-07-23,2,29331.521764998906,30214.404999998907,435.9878510000002,446.895384,882.8832350000002,0.11212667852144233,signal,261592.71060000008
RB-SF,short,2025-07-22,2025-07-23,1,-3244.68423000128,-2391.55000000128,428.09771999999987,425.0365100000002,853.1342300000001,-0.012632179050152698,signal,256858.6319999999
AU-SF,short,2025-07-21,2025-07-23,2,20205.21094399981,20858.97999999981,324.43042599999995,329.3386299999999,653.7690559999999,0.10379837670753182,signal,194658.25559999995
CU-SF,short,2025-07-22,2025-07-23,1,-5511.6235750002625,-4656.425000000263,428.05607499999985,427.1424999999998,855.1985749999997,-0.02145989702790016,signal,256833.64499999987
SN-SF,short,2025-07-21,2025-07-23,2,1342.8727381991582,2174.304999999158,414.20998640000005,417.2222753999999,831.4322617999999,0.005403349276496175,signal,248525.99184
RB-I,long,2025-07-22,2025-07-23,1,-1736.6087000004384,-1213.2000000004382,263.1828700000001,260.22583000000014,523.4087000000002,-0.010997478040018575,signal,157909.72200000004
AU-HC,short,2025-07-21,2025-07-23,2,-24564.892787999594,-23906.939999999595,326.6096999999999,331.34308799999985,657.9527879999998,-0.12535294567185032,signal,195965.81999999995
SS-SF,short,2025-07-22,2025-07-23,1,-2193.0425760027247,-1373.8200000027246,410.32554000000005,408.89703599999984,819.2225759999999,-0.008907734478347463,signal,246195.32400000002
PB-RB,short,2025-07-21,2025-07-23,2,-951.6173039993573,-108.53999999935695,421.90579800000023,421.1715060000002,843.0773040000004,-0.0037592013371641982,signal,253143.47880000013
SS-RB,short,2025-07-22,2025-07-24,2,30.52956799983383,764.7199999998338,367.4123120000002,366.7781199999998,734.190432,0.00013848913515194437,signal,220447.3872000001
PB-HC,short,2025-07-21,2025-07-24,3,-8243.560565998874,-7386.929999998874,427.95459000000005,428.6759759999998,856.6305659999998,-0.0321044987740361,signal,256772.75400000002
HC-AG,short,2025-07-22,2025-07-24,2,1065.9341039998492,1909.079999999849,421.9438559999998,421.2020399999999,843.1458959999998,0.00421041049593989,signal,253166.31359999985
ZN-SM,short,2025-07-25,2025-07-28,3,25396.113654998564,26171.474999998565,393.14031900000003,382.2210259999999,775.3613449999999,0.10766348310274498,signal,235884.1914
AU-SM,short,2025-07-25,2025-07-28,3,-1936.6369619992265,-1289.7299999992265,324.319708,322.5872540000001,646.906962,-0.00995230382360455,signal,194591.82479999997
SF-I,long,2025-07-25,2025-07-28,3,17065.38089600001,17657.20000000001,301.44487200000015,290.374232,591.8191040000002,0.09435324377763289,signal,180866.92320000005
AG-SF,short,2025-07-25,2025-07-30,5,-28649.24730000111,-27831.78000000111,413.2399680000002,404.227332,817.4673000000003,-0.11554725872982796,stop_loss,247943.9808000001
