date,pair,signal,z_score,beta,S,R,delta,quality,days_held,phase,symbol_x,symbol_y,initial_beta,pvalue_1y,pvalue_5y
2024-05-17,AG-NI,warm_up,25.689460781971402,4.0,17441100.04122622,475156539.9199164,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-20,AG-NI,warm_up,5.730953450908502,4.0,477309767.9571235,1083217464.8061724,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-21,AG-NI,warm_up,3.8116578384753503,4.0,1085418359.3636203,1670679015.24337,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-22,AG-NI,warm_up,3.049512087722182,4.0,1672980594.3516924,2226168780.3860846,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-23,AG-NI,warm_up,2.549567403746184,4.0,2228300868.1599584,2716506454.919153,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-24,AG-NI,warm_up,2.334067650385588,4.0,2718703031.9637804,3200292019.5664873,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-27,AG-NI,warm_up,2.1469778535916495,4.0,3202580095.900816,3662773837.9890122,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-28,AG-NI,warm_up,2.028845396028341,4.0,3665227176.096595,4119737208.4518194,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-29,AG-NI,warm_up,1.9105248678614875,4.0,4122394932.2794867,4556834738.925388,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-30,AG-NI,warm_up,1.761007560260643,4.0,4559378113.938206,4940133534.167608,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-05-31,AG-NI,warm_up,1.6961386111196495,4.0,4942706804.768899,5311312390.345713,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-03,AG-NI,warm_up,1.5933910372329345,4.0,5313763769.5183,5638503424.832233,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-04,AG-NI,warm_up,1.5289806970960966,4.0,5641085595.882761,5940468416.202352,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-05,AG-NI,warm_up,1.4455274787672452,4.0,5942904648.376576,6199569462.627663,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-06,AG-NI,warm_up,1.412112792747075,4.0,6202223649.269142,6446291557.732,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-07,AG-NI,warm_up,1.3732931952231975,4.0,6449123652.3292675,6674944809.672941,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-11,AG-NI,warm_up,1.3376026076942513,4.0,6677468283.416935,6885834922.033151,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-12,AG-NI,warm_up,1.315946656555289,4.0,6888464462.849998,7087555980.7651415,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-13,AG-NI,warm_up,1.2826167260813406,4.0,7090224751.827022,7270620498.038997,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-14,AG-NI,warm_up,1.2520839008842055,4.0,7273296301.959445,7435893643.262517,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-17,AG-NI,warm_up,1.2162479825817698,4.0,7438626451.525421,7578604148.73372,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-18,AG-NI,warm_up,1.186177707244921,4.0,7581444903.065925,7702149025.062999,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-19,AG-NI,warm_up,1.1833193422535426,4.0,7705062112.263986,7825621948.9397,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-20,AG-NI,warm_up,1.173961129193379,4.0,7828780988.881384,7944177328.412409,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-21,AG-NI,warm_up,1.1420507315121438,4.0,7947419045.045345,8041036583.496338,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-24,AG-NI,warm_up,1.1492966143045384,4.0,8044174775.201065,8144411574.472184,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-25,AG-NI,warm_up,1.1569730352345136,4.0,8147616057.716832,8254886699.953756,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-26,AG-NI,warm_up,1.1620896434666241,4.0,8258025342.68763,8370774017.68719,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-27,AG-NI,warm_up,1.132638716974548,4.0,8373938390.123107,8465650185.830089,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-06-28,AG-NI,warm_up,1.1328684146404322,4.0,8468991865.30631,8561785243.412141,0.98,unknown,0,warm_up,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-01,AG-NI,open_short,1.1445640532631045,4.0,8565167234.783177,8668137803.31281,0.98,unknown,0,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-02,AG-NI,hold,1.1454121997892732,4.0,8671645280.054152,8776489519.899836,0.98,unknown,1,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-03,AG-NI,hold,1.1296799379981084,4.0,8780228779.907206,8873634896.573065,0.98,unknown,2,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-04,AG-NI,hold,1.1188403761402894,4.0,8877496782.609623,8963204864.47223,0.98,unknown,3,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-05,AG-NI,hold,1.1147645809877211,4.0,8967219137.516766,9050419224.256798,0.98,unknown,4,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-08,AG-NI,hold,1.1132389164627399,4.0,9054560681.266987,9137255457.955788,0.98,unknown,5,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-09,AG-NI,hold,1.0942432059173606,4.0,9141518165.314028,9209595763.367317,0.98,unknown,6,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-10,AG-NI,hold,1.0534803220076168,4.0,9213904407.243565,9250243239.140726,0.98,unknown,7,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-11,AG-NI,hold,1.0501283655426437,4.0,9254696729.99002,9288465432.137596,0.98,unknown,8,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-12,AG-NI,hold,1.064257805592647,4.0,9292890351.855331,9337948526.403639,0.98,unknown,9,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-15,AG-NI,hold,1.0561323803145084,4.0,9342430227.557884,9381258283.831287,0.98,unknown,10,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-16,AG-NI,hold,1.047414045950906,4.0,9385894088.351395,9417889587.143671,0.98,unknown,11,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-17,AG-NI,hold,1.0244309245489738,4.0,9422587013.801592,9436718647.609663,0.98,unknown,12,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-18,AG-NI,hold,1.0170789957582769,4.0,9441380647.171488,9449915230.638609,0.98,unknown,13,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-19,AG-NI,hold,1.0227871267086504,4.0,9454317190.489363,9467522614.2906,0.98,unknown,14,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-22,AG-NI,hold,1.0092249586557671,4.0,9471928212.207941,9474721332.29056,0.98,unknown,15,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-23,AG-NI,hold,1.0052606210999808,4.0,9479135588.87822,9478897686.884016,0.98,unknown,16,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-24,AG-NI,hold,1.0032620912092487,4.0,9483597545.074444,9481564626.715485,0.98,unknown,17,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-25,AG-NI,hold,0.9823955912163622,4.0,9485782533.969221,9468491607.067698,0.98,unknown,18,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-26,AG-NI,hold,1.0042958472063337,4.0,9472817265.288485,9471927128.013031,0.98,unknown,19,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-29,AG-NI,hold,1.0072066823794266,4.0,9476412524.167847,9477589710.252998,0.98,unknown,20,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-30,AG-NI,hold,1.0020205469970056,4.0,9482120402.61184,9479305212.011778,0.98,unknown,21,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-07-31,AG-NI,hold,1.0488287983676716,4.0,9484141566.864964,9517451108.275879,0.98,unknown,22,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-08-01,AG-NI,hold,1.048223119217201,4.0,9522459829.553192,9555273441.867067,0.98,unknown,23,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-08-02,AG-NI,hold,1.0342513561962872,4.0,9560344970.77662,9582121316.31335,0.98,unknown,24,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-08-05,AG-NI,hold,1.0184503061153536,4.0,9586955410.817822,9596595802.33228,0.98,unknown,25,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-08-06,AG-NI,hold,1.0335202842802766,4.0,9601073866.751507,9622952897.238037,0.98,unknown,26,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-08-07,AG-NI,hold,1.0355152574378925,4.0,9627585177.284662,9650978025.55854,0.98,unknown,27,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-08-08,AG-NI,hold,1.0142857186315366,4.0,9655669179.558496,9662279547.403585,0.98,unknown,28,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-08-09,AG-NI,hold,1.0448980157326322,4.0,9667275585.845016,9697982212.317122,0.98,unknown,29,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
2024-08-12,AG-NI,close,1.0122616484481763,4.0,9703303400.20603,9707771694.338205,0.97,bad,30,trading,AG,NI,-3.340085,9.79393388459655e-06,0.0044542330887884455
