,value
total_trades,122.0
total_pnl,-1827812.1200529921
total_return,-0.368572837010598
annual_return,-0.5955299028564445
sharpe_ratio,-2.8021578874360817
sortino_ratio,-2.9284203923624896
max_drawdown,0.368572837010598
win_rate,0.19672131147540983
profit_factor,0.19046563577570652
avg_win,17918.500071850107
avg_loss,-23039.348181401987
max_consecutive_losses,43.0
calmar_ratio,-1.615772631772429
