pair,num_trades,avg_holding_days,total_pnl,avg_pnl,total_return,win_rate,sharpe_ratio,sortino_ratio,max_drawdown,stop_loss_count,stop_loss_pnl,time_stop_count,avg_lots_x,avg_lots_y,contribution
AU-RB,6,3.6666666666666665,113296.37720000134,18882.729533333557,1.1329637720000134,0.6666666666666666,10.437485707641063,32.226937598551274,0.11999427894786344,0,0.0,0,2.3333333333333335,2.3333333333333335,0.21107852173757874
AG-SF,12,3.0833333333333335,100658.15278800213,8388.179399000177,1.0065815278800214,0.5833333333333334,5.982742652734919,11.341257810324013,0.2825184727600205,2,-56901.09457600317,0,10.583333333333334,19.583333333333332,0.18753268742053456
AU-AL,10,4.4,99504.49994000176,9950.449994000175,0.9950449994000176,0.7,5.473670727810614,16.163662029391066,0.45159205534389074,1,-31573.595050000113,0,1.0,10.0,0.18538335710854764
AU-I,2,5.5,74454.62808000026,37227.31404000013,0.7445462808000025,1.0,41.482399197370775,inf,0.0,0,0.0,0,2.0,2.0,0.13871381609938616
AL-I,1,8.0,70062.98209399985,70062.98209399985,0.7006298209399985,1.0,,inf,0.0,0,0.0,0,2.0,20.0,0.13053189390885273
SM-I,2,5.5,62691.08026499988,31345.54013249994,0.6269108026499988,1.0,17.4788010340694,inf,0.0,0,0.0,0,10.5,21.0,0.11679756118863714
SS-SF,6,3.8333333333333335,58698.66602699789,9783.111004499648,0.5869866602699789,0.3333333333333333,7.646713759805945,175.02027309883078,0.046235508630030675,0,0.0,0,15.666666666666666,25.666666666666668,0.109359433718472
NI-I,1,8.0,55218.36625960019,55218.36625960019,0.5521836625960019,1.0,,inf,0.0,0,0.0,0,2.0,16.0,0.10287540882499166
ZN-SM,2,2.5,53910.13214399824,26955.06607199912,0.5391013214399825,1.0,61.91142289529619,inf,0.0,0,0.0,0,11.0,22.0,0.10043808355447167
PB-I,1,8.0,51651.893731999866,51651.893731999866,0.5165189373199987,1.0,,inf,0.0,0,0.0,0,4.0,16.0,0.09623083847289082
ZN-I,1,8.0,49140.70905000013,49140.70905000013,0.4914070905000013,1.0,,inf,0.0,0,0.0,0,2.0,14.0,0.09155233803372101
HC-I,5,5.8,37381.484788002796,7476.296957600559,0.37381484788002795,0.6,6.987394327061643,17.184439158241275,0.13610288639541926,0,0.0,0,30.2,5.6,0.06964413818350516
PB-SM,4,5.0,36734.59197000057,9183.647992500142,0.3673459197000057,0.75,6.270337789595811,,0.23321121858427346,0,0.0,0,14.5,17.5,0.0684389347769962
SN-I,1,8.0,34885.93988819998,34885.93988819998,0.3488593988819998,1.0,,inf,0.0,0,0.0,0,1.0,10.0,0.06499477567608576
CU-ZN,5,3.2,33932.82763499986,6786.5655269999725,0.3393282763499986,0.6,7.58768959830021,35.50145116925244,0.06575869858000762,0,0.0,0,2.0,8.6,0.06321906553929728
PB-RB,5,2.8,33324.23577899996,6664.847155799992,0.3332423577899996,0.6,12.148061513131305,81.94526057211979,0.024155084207092115,0,0.0,0,17.2,17.2,0.06208521931684289
RB-NI,1,4.0,31872.162719597975,31872.162719597975,0.31872162719597974,1.0,,inf,0.0,0,0.0,0,14.0,14.0,0.0593799127359231
CU-SM,3,3.3333333333333335,28626.99747300008,9542.332491000026,0.2862699747300008,0.6666666666666666,5.793349812412678,,0.2853370753500129,1,-28533.707535001286,0,3.0,27.0,0.05333395875244445
SM-AG,1,2.0,24745.88898199979,24745.88898199979,0.2474588898199979,1.0,,inf,0.0,0,0.0,0,16.0,9.0,0.04610320113044789
CU-AL,5,5.2,19689.99479299897,3937.9989585997937,0.1968999479299897,0.6,5.377046265431009,13.904524710296757,0.09336883408000285,0,0.0,0,1.0,7.0,0.036683741322019923
SS-RB,4,3.25,19649.74389200023,4912.435973000058,0.19649743892000232,0.75,8.971272251073335,,0.04793272139244772,0,0.0,0,11.25,30.0,0.03660875127475283
PB-NI,3,1.0,19545.44883379953,6515.149611266511,0.1954544883379953,0.6666666666666666,13.835741897241855,,0.013167151429993538,0,0.0,0,8.666666666666666,9.666666666666666,0.036414442795932915
SF-I,1,3.0,17065.38089600001,17065.38089600001,0.1706538089600001,1.0,,inf,0.0,0,0.0,0,23.0,10.0,0.0317939148756502
AG-NI,2,3.5,15906.859121597203,7953.429560798601,0.15906859121597203,1.0,18.431163154603038,inf,0.0,0,0.0,0,3.5,12.0,0.029635513437005274
AU-NI,2,2.0,14450.541655996993,7225.270827998496,0.14450541655996993,1.0,12.32807522645394,inf,0.0,0,0.0,0,1.0,10.0,0.026922299251198933
AG-I,1,8.0,13937.306841000669,13937.306841000669,0.13937306841000668,1.0,,inf,0.0,0,0.0,0,9.0,9.0,0.02596610940002263
AU-HC,9,4.333333333333333,12448.941694002066,1383.2157437780072,0.12448941694002065,0.6666666666666666,2.6739863003905326,3.510773980977252,0.2792237652647527,0,0.0,0,2.4444444444444446,2.4444444444444446,0.0231931882987626
SF-NI,2,2.5,11784.534986797953,5892.2674933989765,0.11784534986797952,1.0,13.70439117470766,inf,0.0,0,0.0,0,23.5,7.0,0.02195535537722436
