date,equity
2024-02-08,5000000.0
2024-02-09,4997547.527936
2024-02-10,4976245.519429999
2024-02-11,4973810.796866
2024-02-12,5038330.5214344
2024-02-13,4946524.0185792
2024-02-14,4946524.0185792
2024-02-15,4946524.0185792
2024-02-16,4946524.0185792
2024-02-17,4924792.2043412
2024-02-18,4692081.4947082
2024-02-19,4677869.380552196
2024-02-20,4569704.522037195
2024-02-21,4614627.512037197
2024-02-22,4554380.600261197
2024-02-23,4546534.1791611975
2024-02-24,4550333.389161198
2024-02-25,4544335.6391611975
2024-02-26,4542160.546474799
2024-02-27,4533436.016474799
2024-02-28,4521277.8414748
2024-02-29,4553244.1185428
2024-03-01,4564369.1081508
2024-03-02,4558690.361550799
2024-03-03,4557904.232860801
2024-03-04,4560534.848828799
2024-03-05,4519505.544828798
2024-03-06,4528665.0742721995
2024-03-07,4534432.924272199
2024-03-08,4533824.189456199
2024-03-09,4481355.706588198
2024-03-10,4441969.098008198
2024-03-11,4436009.939422199
2024-03-12,4435582.847690198
2024-03-13,4458842.2714962
2024-03-14,4490072.992696196
2024-03-15,4491904.3444591975
2024-03-16,4271689.851034201
2024-03-17,4366933.302380197
2024-03-18,4262761.690156597
2024-03-19,4258563.468438602
2024-03-20,4292118.341667596
2024-03-21,4457673.976667594
2024-03-22,4429393.781193597
2024-03-23,4438810.0215979945
2024-03-24,4710519.583053993
2024-03-25,4666976.775423993
2024-03-26,4626631.2984240055
2024-03-27,4264865.665526
2024-03-28,4052516.953875996
2024-03-29,4086696.8404261945
2024-03-30,4164532.117388197
2024-03-31,4099549.3251721933
2024-04-01,4083310.1891721995
2024-04-02,4032793.5069761947
2024-04-03,4002875.908590794
2024-04-04,3995768.7865907955
2024-04-05,3986036.4609557954
2024-04-06,4079654.2245197957
2024-04-07,4086660.111519795
2024-04-08,4134296.9205223955
2024-04-09,4212840.320620398
2024-04-10,4239096.9188316
2024-04-11,4305818.742137596
2024-04-12,4194857.5598236
2024-04-13,4183456.7658235985
2024-04-14,4206587.753823601
2024-04-15,4196987.419823598
2024-04-16,4218657.3358996
2024-04-17,4222641.6478996
2024-04-18,4245739.159899598
2024-04-19,4205623.4797225995
2024-04-20,4135020.57351
2024-04-21,4144482.799759799
2024-04-22,4125324.0417597997
2024-04-23,4136976.6997598
2024-04-24,4127098.1859466005
2024-04-25,4127098.1859466005
2024-04-26,4127098.1859466005
2024-04-27,4127098.1859466005
2024-04-28,4116533.6382546006
2024-04-29,3974891.3879786055
2024-04-30,3958737.955366604
2024-05-01,3964631.9553666045
2024-05-02,3957092.8634426044
2024-05-03,3939698.8241806044
2024-05-04,3936106.072896605
2024-05-05,3922253.250895006
2024-05-06,3929609.3494990063
2024-05-07,3927021.548760005
2024-05-08,3929750.1629040055
2024-05-09,3918160.1888450035
2024-05-10,3924866.4601830044
2024-05-11,3906643.5632750066
2024-05-12,3937134.1956050047
2024-05-13,3911171.927722005
2024-05-14,3904086.252322005
2024-05-15,3892884.430542004
2024-05-16,3886080.4410000048
2024-05-17,3897306.2939832048
2024-05-18,3909050.0789832044
2024-05-19,3985232.6039832025
2024-05-20,3972282.953237203
2024-05-21,4020876.8582372055
2024-05-22,4036115.755949205
2024-05-23,3990888.059699205
2024-05-24,3966582.3896992076
2024-05-25,3816689.5262592062
2024-05-26,3633364.720108205
2024-05-27,3680568.906584208
2024-05-28,3596907.6985342097
2024-05-29,3609250.7507392094
2024-05-30,3582523.0152992066
