交易ID,配对,品种X,品种Y,入场日期,原始出场日期,原始持仓天数,触发止损,实际出场日期,实际持仓天数,信号类型,退出原因,Beta系数,入场Z_Score,出场Z_Score,入场价格_X,入场价格_Y,出场价格_X,出场价格_Y,手数_X,手数_Y,合约乘数_X,合约乘数_Y,保证金,保证金率%,原始毛盈亏,原始手续费,原始净盈亏,原始收益率%,止损后净盈亏,止损后收益率%,止损保护金额,入场价差,出场价差,价差变动,入场月份,出场月份
74,SF0-SM0,SF0,SM0,2024-11-06,2024-12-18,42,False,2024-12-18,42,open_short,close_timeout,0.9886,2.394,0.7166,6360.0,6370.0,6242.0,6240.0,1,1,5,5,7638.0,12.0,60.0,25.212,34.788,0.4555,34.788,0.4555,0.0,94.459,17.5441,-76.9148,2024-11,2024-12
75,SF0-SM0,SF0,SM0,2025-01-15,2025-02-11,27,False,2025-02-11,27,open_short,close_normal,0.9888,3.3055,0.0605,6502.0,6708.0,6330.0,6670.0,1,1,5,5,7926.0,12.0,-670.0,26.21,-696.21,-8.7839,-696.21,-8.7839,0.0,290.4842,91.7243,-198.76,2025-01,2025-02
76,SF0-SM0,SF0,SM0,2025-05-22,2025-05-26,4,False,2025-05-26,4,open_short,close_normal,1.0331,2.7171,-0.2109,5628.0,5992.0,5500.0,5674.0,1,1,5,5,6972.0,12.0,950.0,22.794,927.206,13.299,927.206,13.299,0.0,190.1751,-20.1156,-210.2907,2025-05,2025-05
77,SF0-SM0,SF0,SM0,2025-06-06,2025-06-11,5,False,2025-06-11,5,open_short,close_normal,1.0479,2.2102,0.2847,5110.0,5532.0,5178.0,5492.0,1,1,5,5,6385.2,12.0,540.0,21.312,518.688,8.1233,518.688,8.1233,0.0,189.3509,29.8757,-159.4753,2025-06,2025-06
78,SF0-SM0,SF0,SM0,2025-07-22,2025-08-15,24,False,2025-08-15,24,open_long,close_normal,1.0492,-2.7392,0.1406,5868.0,6018.0,5938.0,6108.0,1,1,5,5,7131.6,12.0,100.0,23.932,76.068,1.0666,76.068,1.0666,0.0,-151.1295,14.0451,165.1747,2025-07,2025-08
79,SF0-SS0,SF0,SS0,2024-08-02,2024-08-09,7,False,2024-08-09,7,open_long,close_normal,1.7489,-2.278,0.0995,6916.0,14130.0,6546.0,13805.0,3,5,5,5,54838.8,12.0,-2575.0,180.061,-2755.061,-5.0239,-2755.061,-5.0239,0.0,2009.2232,2311.4888,302.2656,2024-08,2024-08
80,SF0-SS0,SF0,SS0,2024-09-27,2024-11-15,49,False,2024-11-15,49,open_long,close_timeout,1.8419,-2.8997,-1.3506,6424.0,13490.0,6268.0,13250.0,1,2,5,5,20042.4,12.0,-1620.0,66.172,-1686.172,-8.413,-1686.172,-8.413,0.0,1631.4614,1313.9938,-317.4676,2024-09,2024-11
81,SF0-SS0,SF0,SS0,2024-12-02,2025-01-14,43,False,2025-01-14,43,open_long,close_timeout,1.9271,-2.2398,-1.3593,6432.0,12985.0,6414.0,13170.0,1,2,5,5,19441.2,12.0,1940.0,65.156,1874.844,9.6437,1874.844,9.6437,0.0,563.3053,518.3271,-44.9781,2024-12,2025-01
82,SF0-SS0,SF0,SS0,2025-03-10,2025-04-07,28,False,2025-04-07,28,open_short,close_normal,2.044,2.7148,-0.2715,6028.0,13475.0,5802.0,12925.0,1,2,5,5,19786.8,12.0,4370.0,64.63,4305.37,21.7588,4305.37,21.7588,0.0,1181.1005,682.3846,-498.7159,2025-03,2025-04
83,SF0-SS0,SF0,SS0,2025-06-03,2025-07-15,42,False,2025-07-15,42,open_short,close_timeout,2.2006,2.5149,-1.9569,5086.0,12640.0,5488.0,12690.0,3,7,5,5,62242.8,12.0,4280.0,209.032,4070.968,6.5405,4070.968,6.5405,0.0,1476.1348,205.7719,-1270.363,2025-06,2025-07
84,SF0-SS0,SF0,SS0,2025-07-21,2025-08-20,30,False,2025-08-20,30,open_long,close_normal,2.2733,-2.2487,-0.2315,5662.0,12920.0,5628.0,12805.0,3,7,5,5,64455.6,12.0,-3515.0,213.945,-3728.945,-5.7853,-3728.945,-5.7853,0.0,20.1534,208.1088,187.9554,2025-07,2025-08
85,SM0-SS0,SM0,SS0,2024-07-30,2024-09-10,42,False,2024-09-10,42,open_short,close_timeout,2.013,2.244,0.9609,6778.0,13890.0,6034.0,13250.0,1,2,5,5,20734.8,12.0,2680.0,67.092,2612.908,12.6016,2612.908,12.6016,0.0,272.6639,895.5492,622.8853,2024-07,2024-09
86,SM0-SS0,SM0,SS0,2024-10-31,2024-12-12,42,True,2024-10-31,10,open_long,stop_loss,2.0914,-2.6356,0.0,6392.0,13525.0,6334.0,13155.0,1,2,5,5,20065.2,12.0,-3410.0,66.086,-3476.086,-17.324,-3009.78,-15.0,466.306,128.9663,128.9663,0.0,2024-10,2024-10
87,SM0-SS0,SM0,SS0,2025-01-15,2025-02-18,34,False,2025-02-18,34,open_long,close_normal,2.091,-3.2084,0.2467,6708.0,13180.0,6482.0,13050.0,1,2,5,5,19840.8,12.0,-170.0,65.65,-235.65,-1.1877,-235.65,-1.1877,0.0,-874.107,-108.8377,765.2693,2025-01,2025-02
88,SM0-SS0,SM0,SS0,2025-05-22,2025-05-23,1,False,2025-05-23,1,open_long,close_normal,2.1624,-2.5744,0.2812,5992.0,12895.0,5724.0,12860.0,1,2,5,5,19069.2,12.0,990.0,63.226,926.774,4.8601,926.774,4.8601,0.0,-89.8463,494.1494,583.9958,2025-05,2025-05
89,SM0-SS0,SM0,SS0,2025-06-23,2025-08-04,42,False,2025-08-04,42,open_long,close_timeout,2.2146,-2.2981,-0.7183,5604.0,12405.0,5978.0,12910.0,3,7,5,5,62188.2,12.0,12065.0,211.951,11853.049,19.06,11853.049,19.06,0.0,-33.7014,-116.027,-82.3256,2025-06,2025-08
